dataset,dataset_size,model,architecture,optimizer,learning_rate,batch_size,param_count,param_count_log10,learning_rate_log10,batch_size_log10,gradient_norm_log10,ntk_trace_proxy_log10,initial_loss_log10,T_conv,patience_P,min_delta,max_epochs,val_loss_prefix
CIFAR10,50000,mobilenetv2,CNN,SGD,0.002,64,2236682,6.349604243,-2.698970004,1.806179974,-0.737827395,-1.475654682,0.362404389,25,5,0.0005,200,"[1.724021306463108, 1.5572439386586474, 1.4567232291409924, 1.4023383924156239, 1.3742783479629808, 1.3111247667081796, 1.2695182975690076, 1.2405141140245328, 1.2307206923794594, 1.209534327695324, 1.2132362951138975, 1.180868296486557, 1.1750008460063084, 1.1627098602853763, 1.1724443367332409, 1.1529006707440517, 1.1648263616167056, 1.1438464233829717, 1.1702938858111194, 1.1496335218666465]"
CIFAR10,50000,mobilenetv2,CNN,AdamW,0.002,64,2236682,6.349604243,-2.698970004,1.806179974,-0.730851736,-1.461703381,0.361756415,28,5,0.0005,200,"[1.7063660029393093, 1.4718557489905388, 1.3009134644915343, 1.2760953489382556, 1.1870117977166632, 1.1012567183014694, 1.0210434999435571, 0.9416460045583689, 0.9485568719305051, 0.889201759153111, 0.8705587709785267, 0.8582963787826003, 0.8212233580601443, 0.7897372312226872, 0.8082010400523046, 0.7907572475967893, 0.7788979610440078, 0.8081646368002436, 0.8047744867148673, 0.7788247494560898]"
CIFAR10,50000,mobilenetv2,CNN,SGD,0.002,128,2236682,6.349604243,-2.698970004,2.10720997,-0.724275086,-1.448550118,0.362748023,26,5,0.0005,200,"[1.8376663847814632, 1.6317701007746443, 1.5374501098560382, 1.4671944923038724, 1.4308434664448606, 1.3909092568144013, 1.3505300615407243, 1.3239495874960212, 1.3061381812337078, 1.3400240012362032, 1.2907618970810613, 1.2770817626880695, 1.2871077754829503, 1.2901258868507193, 1.2691946618164642, 1.271830306022982, 1.2784638714186753, 1.267731003368957, 1.2671465752999993, 1.295167058329039]"
CIFAR10,50000,mobilenetv2,CNN,AdamW,0.002,128,2236682,6.349604243,-2.698970004,2.10720997,-0.726617348,-1.453234631,0.362684375,24,5,0.0005,200,"[1.61656800101075, 1.4760984393614758, 1.3055772924725013, 1.202249920066399, 1.1477713811246655, 1.0935178912138637, 1.003421369987198, 0.9625559060633937, 0.9145141017587879, 0.9703493570979638, 0.8879360632051395, 0.8692697678940206, 0.882226597281951, 0.8450370770466479, 0.8415529499702816, 0.8332546941841705, 0.8240271399292765, 0.8389582400080524, 0.838697041137309, 0.8673922151704377]"
STL10,5000,mobilenetv2,CNN,SGD,0.0005,32,2236682,6.349604243,-3.301029995,1.505149978,-0.664955018,-1.329910004,0.361810656,23,5,0.0005,200,"[2.4496924243867397, 1.9140140749514103, 1.781958695501089, 1.6956844925880432, 1.6719775013625622, 1.6229231916368008, 1.6536719016730785, 1.6597331315279007, 1.5303580202162266, 1.5450649000704288, 1.5445322580635548, 1.5033671855926514, 1.4987389631569386, 1.4577175304293633, 1.436644058674574, 1.4157485477626324, 1.4582143016159534, 1.4760385118424892, 1.4867789782583714, 1.5052478797733784]"
STL10,5000,mobilenetv2,CNN,AdamW,0.0005,32,2236682,6.349604243,-3.301029995,1.505149978,-0.666214824,-1.332429603,0.362600861,15,5,0.0005,200,"[2.029308322817087, 1.7085922174155712, 1.677319597452879, 1.7094342894852161, 1.734539620578289, 1.6831620670855045, 1.670471828430891, 1.6456647366285324, 1.8255296051502228, 1.7722468189895153, 1.7666660845279694, 1.904023103415966, 2.0187864042818546, 1.847399927675724, 1.9701767712831497]"
STL10,5000,mobilenetv2,CNN,SGD,0.0005,64,2236682,6.349604243,-3.301029995,1.806179974,-0.659531759,-1.319063475,0.362858989,28,5,0.0005,200,"[2.363331362605095, 2.1357088685035706, 2.037421330809593, 1.9426038339734077, 1.8540600091218948, 1.749455913901329, 1.6886449605226517, 1.6898672878742218, 1.6555831879377365, 1.6199411377310753, 1.6348986774682999, 1.6119680851697922, 1.5818657577037811, 1.563427746295929, 1.5601165443658829, 1.5426443964242935, 1.5195283815264702, 1.5766182616353035, 1.5407970175147057, 1.5427307114005089]"
STL10,5000,mobilenetv2,CNN,AdamW,0.0005,64,2236682,6.349604243,-3.301029995,1.806179974,-0.671839673,-1.343679298,0.361384468,10,5,0.0005,200,"[2.809859588742256, 1.7656722143292427, 1.701269619166851, 1.805015541613102, 1.7349831759929657, 1.7086040526628494, 1.937169797718525, 1.7668493017554283, 2.0929057002067566, 2.0270567014813423]"
STL10,5000,mobilenetv2,CNN,SGD,0.0005,128,2236682,6.349604243,-3.301029995,2.10720997,-0.66416173,-1.328323432,0.362258055,33,5,0.0005,200,"[2.341295838356018, 2.335210859775543, 2.2201842963695526, 2.191882371902466, 2.111233025789261, 2.0417617559432983, 2.065292865037918, 1.966989055275917, 1.869661659002304, 1.8175055980682373, 1.75632344186306, 1.734054520726204, 1.705251470208168, 1.6645092368125916, 1.6379233747720718, 1.6379838734865189, 1.595122516155243, 1.618058830499649, 1.620306134223938, 1.5904897302389145]"
STL10,5000,mobilenetv2,CNN,AdamW,0.0005,128,2236682,6.349604243,-3.301029995,2.10720997,-0.664691982,-1.329383911,0.362204949,10,5,0.0005,200,"[2.572142392396927, 2.9235311150550842, 1.739158645272255, 1.868736058473587, 1.840143769979477, 1.9742720574140549, 2.2495549023151398, 2.2741430401802063, 2.2414945363998413, 2.2688014656305313]"
STL10,5000,mobilenetv2,CNN,SGD,0.001,32,2236682,6.349604243,-3,1.505149978,-0.672250452,-1.344500841,0.360559499,16,5,0.0005,200,"[2.1435329243540764, 1.8056883290410042, 1.7066418379545212, 1.771338414400816, 1.6384617052972317, 1.5851109959185123, 1.6361463367938995, 1.5176318287849426, 1.4938744120299816, 1.49831248447299, 1.4939677119255066, 1.529049975797534, 1.5410529412329197, 1.5434991493821144, 1.537647943943739, 1.537121918052435]"
STL10,5000,mobilenetv2,CNN,AdamW,0.001,32,2236682,6.349604243,-3,1.505149978,-0.673025899,-1.34605172,0.361761907,13,5,0.0005,200,"[2.055160805583, 1.646224308758974, 1.5979261063039303, 1.559319593012333, 1.5523674488067627, 1.4721822254359722, 1.552144492045045, 1.5848281551152468, 1.5434714704751968, 1.6586138978600502, 1.6144526172429323, 1.5333990901708603, 1.5384036879986525]"
STL10,5000,mobilenetv2,CNN,SGD,0.001,64,2236682,6.349604243,-3,1.806179974,-0.66072675,-1.321453422,0.362824863,22,5,0.0005,200,"[2.3674382269382477, 2.111790306866169, 1.775964729487896, 1.683526523411274, 1.6766859367489815, 1.6142946556210518, 1.5968743488192558, 1.5939492732286453, 1.5638746470212936, 1.5673859789967537, 1.5380502566695213, 1.5852230191230774, 1.5459941998124123, 1.5933872535824776, 1.5244527235627174, 1.5767715126276016, 1.6402746737003326, 1.6082951575517654, 1.618949294090271, 1.6665964871644974]"
STL10,5000,mobilenetv2,CNN,AdamW,0.001,64,2236682,6.349604243,-3,1.806179974,-0.670827599,-1.34165515,0.36199669,13,5,0.0005,200,"[2.9501454830169678, 1.8139571323990822, 1.6493974700570107, 1.6950892582535744, 1.7622744664549828, 1.6232315301895142, 1.7693113088607788, 1.78543671220541, 1.9480077922344208, 1.897094801068306, 2.0189710706472397, 1.8469648361206055, 2.1452237963676453]"
STL10,5000,mobilenetv2,CNN,SGD,0.001,128,2236682,6.349604243,-3,2.10720997,-0.66335537,-1.326710708,0.362253289,22,5,0.0005,200,"[2.3226755559444427, 2.38282373547554, 2.190698593854904, 1.895614430308342, 1.7711993902921677, 1.7790096700191498, 1.6914113759994507, 1.6239969730377197, 1.6267747282981873, 1.604924127459526, 1.6154091954231262, 1.6099839061498642, 1.574668064713478, 1.5594370514154434, 1.544759139418602, 1.590907946228981, 1.551894724369049, 1.5589324235916138, 1.5455734431743622, 1.565145954489708]"
STL10,5000,mobilenetv2,CNN,AdamW,0.001,128,2236682,6.349604243,-3,2.10720997,-0.657023489,-1.31404692,0.363044754,13,5,0.0005,200,"[2.6133536100387573, 3.1299016773700714, 1.8917996436357498, 1.7579690366983414, 1.923996478319168, 1.7236752808094025, 1.9698284268379211, 2.0479390025138855, 1.97150456905365, 2.401764839887619, 2.100795641541481, 2.351137086749077, 2.275549754500389]"
STL10,5000,mobilenetv2,CNN,SGD,0.002,32,2236682,6.349604243,-2.698970004,1.505149978,-0.670351299,-1.34070256,0.361102604,15,5,0.0005,200,"[2.0062761418521404, 1.6898369900882244, 1.6301128901541233, 1.643710844218731, 1.5147539786994457, 1.52154091745615, 1.5195831581950188, 1.466218464076519, 1.501989083364606, 1.4727867916226387, 1.5604793429374695, 1.5611749663949013, 1.5369056724011898, 1.5262422189116478, 1.613012582063675]"
STL10,5000,mobilenetv2,CNN,AdamW,0.002,32,2236682,6.349604243,-2.698970004,1.505149978,-0.661374173,-1.322748276,0.361787475,20,5,0.0005,200,"[1.7108950577676296, 1.6547418385744095, 1.5388533622026443, 1.5530322678387165, 1.5034535005688667, 1.4270266853272915, 1.6630761474370956, 1.432319514453411, 1.5693135429173708, 1.4259657692164183, 1.534949615597725, 1.434663726016879, 1.383214060217142, 1.4205763451755047, 1.6045028660446405, 1.5559999588876963, 1.7257192507386208, 1.7956782653927803, 1.6494826301932335, 1.992691844701767]"
STL10,5000,mobilenetv2,CNN,SGD,0.002,64,2236682,6.349604243,-2.698970004,1.806179974,-0.66297838,-1.325956685,0.362546179,16,5,0.0005,200,"[2.4266844540834427, 1.90572190284729, 1.6886661052703857, 1.6585740372538567, 1.6257668286561966, 1.6297485455870628, 1.5744136795401573, 1.5952110663056374, 1.5528457686305046, 1.5725635513663292, 1.66820926964283, 1.8561128377914429, 1.6782615557312965, 1.7780473455786705, 1.7172015607357025, 1.7445130050182343]"
STL10,5000,mobilenetv2,CNN,AdamW,0.002,64,2236682,6.349604243,-2.698970004,1.806179974,-0.664986584,-1.329973087,0.362374137,17,5,0.0005,200,"[2.3461925983428955, 1.69712433218956, 1.6829909458756447, 1.795520931482315, 1.7175147235393524, 1.7398021444678307, 1.6484009772539139, 1.9693707972764969, 1.7801553606987, 1.5794911682605743, 1.793894961476326, 1.8586695194244385, 2.071766994893551, 1.9698203727602959, 1.8708484321832657, 2.100838430225849, 1.9547836035490036]"
STL10,5000,mobilenetv2,CNN,SGD,0.002,128,2236682,6.349604243,-2.698970004,2.10720997,-0.675743911,-1.351487794,0.361486415,17,5,0.0005,200,"[2.35047847032547, 2.465685099363327, 1.884353592991829, 1.9299812614917755, 1.6847297847270966, 1.6592788398265839, 1.6142576336860657, 1.60471411049366, 1.598712757229805, 1.56466805934906, 1.6756297796964645, 1.5710111111402512, 1.604285255074501, 1.660306066274643, 1.6364073902368546, 1.8201208114624023, 1.720622643828392]"
STL10,5000,mobilenetv2,CNN,AdamW,0.002,128,2236682,6.349604243,-2.698970004,2.10720997,-0.661818147,-1.323636271,0.362672921,10,5,0.0005,200,"[3.2526002526283264, 2.674105316400528, 1.7025555223226547, 2.034012719988823, 1.953431323170662, 2.176652818918228, 1.9095432758331299, 1.864499792456627, 2.210540696978569, 2.536786586046219]"
CIFAR100,50000,densenet121,CNN,SGD,0.0005,32,7056356,6.848580483,-3.301029995,1.505149978,0.37339311,0.74678618,0.665195281,21,5,0.0005,200,"[3.9367585250744805, 3.6027889373584294, 3.381782678750376, 3.2120011347932174, 3.0821518547618734, 2.9717036161940698, 2.87179473489999, 2.7922027358612693, 2.7412268959295254, 2.7001442463634113, 2.647013928181828, 2.6290276385724733, 2.6092246588045795, 2.593221618725469, 2.5957111093563774, 2.597211376927531, 2.6012277549828964, 2.6228960051704138, 2.628992706822892, 2.6495839224074977]"
CIFAR100,50000,densenet121,CNN,AdamW,0.0005,32,7056356,6.848580483,-3.301029995,1.505149978,0.345664056,0.691328143,0.659039674,13,5,0.0005,200,"[3.1476931990906833, 2.7130392245210397, 2.4399245307087516, 2.3234587397438267, 2.2689199660913633, 2.2098525709237533, 2.2255175913484715, 2.3127840578365633, 2.3879647685316043, 2.548434472312562, 2.5884726340778337, 2.8271175428701283, 2.9303495019388657]"
CIFAR100,50000,densenet121,CNN,SGD,0.0005,64,7056356,6.848580483,-3.301029995,1.806179974,0.374484975,0.748969923,0.666229066,25,5,0.0005,200,"[4.137972529526729, 3.8336328943823554, 3.6405381473006715, 3.4889184897113, 3.359259459623106, 3.2463856517888936, 3.1596392537378204, 3.084502255081371, 3.0143451204725134, 2.9649762788395972, 2.917215329066963, 2.880095175117444, 2.8437016845508745, 2.818552278409338, 2.7896353894737875, 2.797405874653227, 2.7710864536321846, 2.7607658592758666, 2.781236539221114, 2.791053594297664]"
CIFAR100,50000,densenet121,CNN,AdamW,0.0005,64,7056356,6.848580483,-3.301029995,1.806179974,0.34376152,0.687522956,0.666181634,12,5,0.0005,200,"[3.1438869837742702, 2.72086487150496, 2.5240677936821228, 2.4509154451880484, 2.3434338842987255, 2.3536741725958077, 2.4094239716317243, 2.460543138206385, 2.6606350636026663, 2.8146694025416283, 2.930815172043576, 3.0702835245496907]"
CIFAR100,50000,densenet121,CNN,SGD,0.0005,128,7056356,6.848580483,-3.301029995,2.10720997,0.365525552,0.731051109,0.665036777,32,5,0.0005,200,"[4.347716403912894, 4.130588754822936, 3.9503220968608614, 3.822969047329094, 3.723084232475184, 3.626159927513026, 3.5454969526846196, 3.4701377319384226, 3.4002658385264724, 3.350115902816193, 3.2982189353508287, 3.246180045453808, 3.2091929640951036, 3.176509869249561, 3.14538083498991, 3.1219179087047335, 3.0930040154276015, 3.0753125118303903, 3.0562627526778208, 3.035398244857788]"
CIFAR100,50000,densenet121,CNN,AdamW,0.0005,128,7056356,6.848580483,-3.301029995,2.10720997,0.376984351,0.753968655,0.668329017,12,5,0.0005,200,"[3.144477008264276, 2.857953521269786, 2.640212107308303, 2.549594079391866, 2.494609802584105, 2.5096469830863084, 2.571707158149043, 2.7303834052025517, 2.8763588983801345, 2.9839240569102614, 3.121058403691159, 3.3209856974927683]"
CIFAR100,50000,densenet121,CNN,SGD,0.001,32,7056356,6.848580483,-3,1.505149978,0.495361047,0.990721977,0.670476671,18,5,0.0005,200,"[3.6568476323502512, 3.27020133112947, 3.0337315199855035, 2.8762350470875018, 2.7497865635746965, 2.672882555772702, 2.6051473286205207, 2.529072381437015, 2.526643093020771, 2.5279388298241856, 2.5105522813888403, 2.531999618100663, 2.5540896627468803, 2.595662734759882, 2.6400674566293296, 2.6532237971552646, 2.6876429106099917, 2.7783183605907062]"
CIFAR100,50000,densenet121,CNN,AdamW,0.001,32,7056356,6.848580483,-3,1.505149978,0.375928215,0.75185639,0.666701453,14,5,0.0005,200,"[3.119611318119037, 2.6780216431084534, 2.431714338616441, 2.246804831507869, 2.1783917902376704, 2.140629050068962, 2.0515827848888435, 2.1169893631158163, 2.1862782529367806, 2.2705614189751233, 2.4751002975165273, 2.6501595924456662, 2.7256194928202766, 2.8904784312263465]"
CIFAR100,50000,densenet121,CNN,SGD,0.001,64,7056356,6.848580483,-3,1.806179974,0.45826742,0.916534869,0.662723203,18,5,0.0005,200,"[3.89158727408974, 3.547084389218859, 3.317803748853647, 3.1653292649870464, 3.041277256740886, 2.935145939990973, 2.861754458421355, 2.7929637690258633, 2.727739504188489, 2.7233149580135465, 2.6982545123738086, 2.719817654342408, 2.7042167072842833, 2.7352393265742405, 2.734629477664923, 2.7633124870859134, 2.8171841543950853, 2.8446572343255303]"
CIFAR100,50000,densenet121,CNN,AdamW,0.001,64,7056356,6.848580483,-3,1.806179974,0.484769126,0.969538268,0.664648689,13,5,0.0005,200,"[3.070570862217314, 2.824271382799574, 2.424581566433998, 2.276265451862554, 2.2335711375922913, 2.1626343673961177, 2.1755499892933354, 2.299698856985493, 2.376539584937369, 2.4454232188546734, 2.639072412138532, 2.742313927905575, 2.9448873829689757]"
CIFAR100,50000,densenet121,CNN,SGD,0.001,128,7056356,6.848580483,-3,2.10720997,0.568299919,1.136599859,0.673364032,25,5,0.0005,200,"[4.15051494369024, 3.8541263417352605, 3.637663089776341, 3.4854164938383465, 3.3578957273990295, 3.2548710122893127, 3.17406737653515, 3.104486709908594, 3.034432700917691, 2.9941439025009733, 2.9590858356862126, 2.9219994484623775, 2.8941160908228234, 2.8810531097122385, 2.8843804612944397, 2.877530206607867, 2.895111141325552, 2.866329666934436, 2.8968375030952163, 2.917725798449939]"
CIFAR100,50000,densenet121,CNN,AdamW,0.001,128,7056356,6.848580483,-3,2.10720997,0.441864611,0.883729193,0.665108245,13,5,0.0005,200,"[3.1405047012280813, 2.752148250990276, 2.512746663033208, 2.366498763048196, 2.309024166457261, 2.301209742509866, 2.367017552822451, 2.4026793980900245, 2.626787175106097, 2.6650622253176532, 2.8259566524360755, 3.0006136411353004, 3.1086567127251925]"
CIFAR100,50000,densenet121,CNN,SGD,0.002,32,7056356,6.848580483,-2.698970004,1.505149978,0.485497931,0.970995909,0.666414681,16,5,0.0005,200,"[3.4665156004908746, 3.0929953747283156, 2.8072021178925, 2.656001956318133, 2.565031153706316, 2.4856154602556564, 2.449549086558552, 2.434618435728664, 2.3882336311827834, 2.404670326473614, 2.432569744487921, 2.502913949588617, 2.529349532371131, 2.595814741457613, 2.7007080659317895, 2.7624593904604926]"
CIFAR100,50000,densenet121,CNN,AdamW,0.002,32,7056356,6.848580483,-2.698970004,1.505149978,0.331260627,0.662521274,0.662178943,15,5,0.0005,200,"[3.7128563612794725, 3.0548927166972297, 2.759204551053885, 2.5469820659381512, 2.6825823364928127, 2.3112850147314346, 2.243572258339903, 2.1649413074548254, 2.218752869401877, 2.270427957510415, 2.299518013533693, 2.337683205787366, 2.4896410299947087, 2.60296759247399, 2.7424158570103754]"
CIFAR100,50000,densenet121,CNN,SGD,0.002,64,7056356,6.848580483,-2.698970004,1.806179974,0.406559299,0.813118612,0.666004007,15,5,0.0005,200,"[3.625739030777269, 3.264707964696702, 3.0330131357642496, 2.873733166676418, 2.755397915080854, 2.700236651548155, 2.635608603240578, 2.5968166377134385, 2.6003215829278252, 2.6271136118348237, 2.6438077232640262, 2.661222359177413, 2.694623912215992, 2.7772772600696345, 2.7938094070762585]"
CIFAR100,50000,densenet121,CNN,AdamW,0.002,64,7056356,6.848580483,-2.698970004,1.806179974,0.327587063,0.655174077,0.669214929,15,5,0.0005,200,"[3.2812008037688627, 2.8570819554055573, 2.568523495060623, 2.3890005775318026, 2.2689568282692294, 2.155547717574296, 2.128027919751064, 2.095219044928338, 2.1853009469949516, 2.3041958193870107, 2.451816744865126, 2.6540044606870907, 2.711998180978617, 2.8609919411361595, 3.1204416364621204]"
CIFAR100,50000,densenet121,CNN,SGD,0.002,128,7056356,6.848580483,-2.698970004,2.10720997,0.418148105,0.83629623,0.667852347,18,5,0.0005,200,"[3.8734932217416884, 3.517095357556886, 3.299742046790787, 3.13744531402105, 3.0226977927775325, 2.9275539464588407, 2.8590248476100872, 2.8010857014716426, 2.7723538573784166, 2.768249321587478, 2.750008079070079, 2.788668194903603, 2.8013561918765686, 2.8056863169126873, 2.8586632209488108, 2.9208896914614906, 2.97208798987956, 3.0142948144598853]"
CIFAR100,50000,densenet121,CNN,AdamW,0.002,128,7056356,6.848580483,-2.698970004,2.10720997,0.365117692,0.730235392,0.661448272,14,5,0.0005,200,"[3.431790976584712, 2.8899055251592323, 2.6233010141155386, 2.5332116265840168, 2.2726890075055857, 2.236397943919218, 2.1406573509868188, 2.200335766695723, 2.3035408243348328, 2.416302662861498, 2.5404316609418847, 2.748609921600245, 2.8866039288194876, 3.1736957604372047]"
TinyImageNet,100000,densenet121,CNN,SGD,0.0005,32,7158856,6.854843627,-3.301029995,1.505149978,0.727723113,1.455446262,0.731657216,24,5,0.0005,200,"[4.75897277734531, 4.316481850017754, 4.055381251600223, 3.856855386362289, 3.713216113587157, 3.584195271086769, 3.4943454151336377, 3.3932159967696705, 3.3092083633898164, 3.2551687662593856, 3.198236969713205, 3.137295180616287, 3.0809482400790573, 3.094260388669876, 3.0546638805645343, 3.036697264296559, 3.025602343745125, 3.0565608195222604, 3.0368248010976626, 3.0670859139567366]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.0005,32,7158856,6.854843627,-3.301029995,1.505149978,0.629112842,1.258225638,0.727076237,13,5,0.0005,200,"[3.47675097026764, 3.0513741589201904, 2.7631984305457946, 2.653388260652463, 2.50766091872328, 2.4814654200221784, 2.5541400319090286, 2.6643630974589825, 2.7537916723531657, 2.9612353724031784, 3.1677970250193686, 3.364417033835341, 3.5230783780161947]"
TinyImageNet,100000,densenet121,CNN,SGD,0.0005,64,7158856,6.854843627,-3.301029995,1.806179974,0.731803013,1.463605995,0.729890933,28,5,0.0005,200,"[4.974616242062514, 4.7058693982992965, 4.489671315357184, 4.290453348949456, 4.104919861836039, 3.9847827155119293, 3.8843955325472885, 3.7831163376000276, 3.7027639902321394, 3.6486700264511596, 3.5677895196683846, 3.520504406303357, 3.460742525234344, 3.4273502963363747, 3.366064774762293, 3.3406203795390526, 3.3489260749452434, 3.295636722236682, 3.281505077507845, 3.2478108087163062]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.0005,64,7158856,6.854843627,-3.301029995,1.806179974,0.642468093,1.284936229,0.727046693,13,5,0.0005,200,"[3.564127817275418, 3.097360539588199, 2.8086364542602733, 2.675106885326896, 2.62340203060466, 2.5587653445590073, 2.5862102865413497, 2.7232089589355857, 2.907828148762891, 3.169856815581109, 3.375835890982561, 3.578349114982945, 3.7287290718904726]"
TinyImageNet,100000,densenet121,CNN,SGD,0.0005,128,7158856,6.854843627,-3.301029995,2.10720997,0.798977186,1.597954391,0.727087573,40,5,0.0005,200,"[5.129732053491134, 4.9716503107095065, 4.828608488734765, 4.705523509013502, 4.5944276701045945, 4.468655124495301, 4.362145297134979, 4.265066400358949, 4.177115482620046, 4.10629644876794, 4.037435673460176, 3.978014695493481, 3.909780701504478, 3.8703968283496324, 3.8207197189331055, 3.7780447247662123, 3.7358043435253676, 3.694206784043131, 3.6573183325272574, 3.6290379204327547]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.0005,128,7158856,6.854843627,-3.301029995,2.10720997,0.70219647,1.404392928,0.735896149,13,5,0.0005,200,"[3.5741870493828496, 3.1691132316106483, 2.884434509880935, 2.749720006049434, 2.675997534884682, 2.6675159961362427, 2.7612473904332027, 2.9159313515771794, 3.1601121093653424, 3.3072882996329778, 3.526047365574897, 3.716457837744604, 3.9303509796722027]"
TinyImageNet,100000,densenet121,CNN,SGD,0.001,32,7158856,6.854843627,-3,1.505149978,0.804370346,1.608740723,0.740040531,18,5,0.0005,200,"[4.405351487973246, 3.960812722532132, 3.6615444768351106, 3.4606534375931126, 3.317459655645937, 3.2129826698059474, 3.108323780492472, 3.035635784411202, 2.968548947629837, 2.9564587833782356, 2.8934567561164832, 2.89839115538917, 2.913695865926651, 2.9169889875113393, 2.9152039186642194, 3.0065047462908225, 3.0064231012575924, 3.072401548726871]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.001,32,7158856,6.854843627,-3,1.505149978,0.777186532,1.554373041,0.731798827,13,5,0.0005,200,"[3.6078989886628174, 3.2279238327623556, 2.8760756958787814, 2.7063665820386844, 2.551078963965273, 2.50801388676555, 2.523888573478967, 2.596547550667589, 2.7157512785146793, 2.8788302889266335, 3.1415275445761393, 3.3126227642400576, 3.4881109741930003]"
TinyImageNet,100000,densenet121,CNN,SGD,0.001,64,7158856,6.854843627,-3,1.806179974,0.661575275,1.323150546,0.728556442,24,5,0.0005,200,"[4.706835673872832, 4.311048134117369, 4.023038956769712, 3.8284265752051287, 3.694165803824261, 3.555180118342114, 3.4526694671363587, 3.3763970933902034, 3.298885137412199, 3.237007365864553, 3.189654994162784, 3.156937303057142, 3.1536832356908517, 3.120790340338543, 3.100874680622368, 3.1066469508371535, 3.094759275958796, 3.112062477002478, 3.127589037463923, 3.186591652548237]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.001,64,7158856,6.854843627,-3,1.806179974,0.803977756,1.607955509,0.741579676,14,5,0.0005,200,"[3.524739109027158, 3.0793928796318686, 2.793157695964643, 2.6588613136558776, 2.4761975593627636, 2.493133615536295, 2.4679869588013665, 2.6118387910211163, 2.769540659181631, 3.015342955376692, 3.258696676059893, 3.5020028132541925, 3.655469103223959, 3.8009470860669565]"
TinyImageNet,100000,densenet121,CNN,SGD,0.001,128,7158856,6.854843627,-3,2.10720997,0.725725033,1.451450094,0.72419914,29,5,0.0005,200,"[4.97939851012411, 4.703310423259493, 4.4920422879955435, 4.320831027212022, 4.158842165258866, 4.010734778416308, 3.913151472429686, 3.817457084414325, 3.7317684813390803, 3.6836725277236746, 3.5929589211186275, 3.578977895688407, 3.521424227123019, 3.453484465804281, 3.417702472662624, 3.399826562857326, 3.3606525040880033, 3.363800860658477, 3.328827972653546, 3.3531028409547443]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.001,128,7158856,6.854843627,-3,2.10720997,0.740981554,1.481963101,0.727489806,13,5,0.0005,200,"[3.6047438277473933, 3.092622835424882, 2.8070777730096745, 2.661815145347692, 2.602696132056321, 2.526853443701056, 2.5513083602808697, 2.6667932166328914, 2.880541019801852, 3.123782278616217, 3.335505796384208, 3.565538207186928, 3.6979365680791156]"
TinyImageNet,100000,densenet121,CNN,SGD,0.002,32,7158856,6.854843627,-2.698970004,1.505149978,0.867819136,1.735638257,0.736708224,18,5,0.0005,200,"[4.069773435592651, 3.6129274612036757, 3.3476908603034463, 3.1364449365451312, 3.02927945368587, 2.8966553911995203, 2.8906469131810977, 2.805626087676222, 2.800458559212974, 2.8470777798765385, 2.781851968445336, 2.8387600354874096, 2.8842714141352106, 2.958163655984897, 3.011327648315186, 3.105835881476966, 3.2013688224573107, 3.245624647734645]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.002,32,7158856,6.854843627,-2.698970004,1.505149978,0.797173399,1.594346801,0.731392612,14,5,0.0005,200,"[3.703774463635283, 3.243495284558866, 3.0257341739849544, 2.840852428929874, 3.266243002285211, 2.6764078208813653, 2.6356921618738873, 2.647053591740398, 2.8226692059550422, 2.9482816507260257, 3.0923388129986895, 3.303223481193518, 3.5276000903437312, 3.737636291180937]"
TinyImageNet,100000,densenet121,CNN,SGD,0.002,64,7158856,6.854843627,-2.698970004,1.806179974,0.78499364,1.569987287,0.732058924,18,5,0.0005,200,"[4.380002737045288, 3.9145728083932476, 3.654468659382717, 3.484578978483844, 3.3451149554768946, 3.187840372134166, 3.1250637777292045, 3.044025487960524, 3.0025679974039647, 2.952601733481049, 2.9423960591577423, 2.945670023085965, 2.9468978620638513, 2.9695645062027465, 3.0362805302735345, 3.1037103507169492, 3.135705618342017, 3.2381047139501877]"
TinyImageNet,100000,densenet121,CNN,AdamW,0.002,64,7158856,6.854843627,-2.698970004,1.806179974,0.690252929,1.380505828,0.730205367,13,5,0.0005,200,"[3.6878421610328043, 3.169960356062385, 2.9179038895163565, 2.7058673740192583, 2.621445374124369, 2.5561460886791254, 2.631181763995225, 2.6581277118366993, 2.7592765313045233, 3.02740262875891, 3.3576041604303253, 3.6060277124878706, 3.7355127000504997]"
TinyImageNet,100000,densenet121,CNN,SGD,0.002,128,7158856,6.854843627,-2.698970004,2.10720997,0.81889171,1.637783424,0.734499569,22,5,0.0005,200,"[4.701984121829649, 4.280655362938024, 4.010480938078482, 3.823318698738195, 3.7182729576207416, 3.5800696415237234, 3.4532233250292044, 3.44103838522223, 3.322071685066706, 3.2739263033565087, 3.203962042361875, 3.1932796194583557, 3.1805615183673326, 3.1648374147053007, 3.144627857811843, 3.1879034012178833, 3.2342587332182293, 3.236958289448219, 3.3351894692529607, 3.2997531015661696]"
