dataset,dataset_size,model,architecture,optimizer,learning_rate,batch_size,param_count,param_count_log10,learning_rate_log10,batch_size_log10,gradient_norm_log10,ntk_trace_proxy_log10,initial_loss_log10,T_conv,patience_P,min_delta,max_epochs,val_loss_prefix
TinyImageNet,100000,resmlp,MLP,AdamW,0.002,128,1687368,6.227209809,-2.698970004,2.10720997,-0.23375939,-0.467518761,0.725377016,12,5,0.0001,250,"[4.159588041184824, 3.6230225713947153, 3.325646964809563, 3.18355519560319, 3.104462029058722, 3.0310947744152212, 3.011102655265905, 3.053254100340831, 3.099899675272688, 3.2421782710884193, 3.379373580594606, 3.65293518500992]"
TinyImageNet,100000,resmlp,MLP,SGD,0.002,128,1687368,6.227209809,-2.698970004,2.10720997,-0.141639156,-0.283278325,0.725913671,26,5,0.0001,250,"[5.026098215127293, 4.902712797816796, 4.713067839417277, 4.451571054096464, 4.251276471946813, 4.072742896743968, 3.938424400136441, 3.8684750418119793, 3.7682613058935237, 3.6836562579191185, 3.6670614375343806, 3.5683214634279663, 3.5202630471579637, 3.487003142320657, 3.4395289813415912, 3.446919504600235, 3.364597094209888, 3.345991819719725, 3.3365563984158673, 3.296561787400065]"
TinyImageNet,100000,resmlp,MLP,AdamW,0.002,256,1687368,6.227209809,-2.698970004,2.408239965,-0.109460184,-0.218920347,0.721181115,11,5,0.0001,250,"[4.262513589859009, 3.618909502029419, 3.3283479630947115, 3.1584163427352907, 3.0188705563545226, 2.9679178178310393, 2.971181219816208, 3.0092987775802613, 3.1610288679599763, 3.3991910219192505, 3.6842280685901643]"
TinyImageNet,100000,resmlp,MLP,SGD,0.002,256,1687368,6.227209809,-2.698970004,2.408239965,-0.152589486,-0.305178942,0.724316833,36,5,0.0001,250,"[5.207323360443115, 5.020660603046418, 4.938088536262512, 4.882382106781006, 4.751170969009399, 4.583692812919617, 4.424052143096924, 4.282527887821198, 4.173064357042312, 4.064194577932358, 4.004430729150772, 3.9349572718143464, 3.87475580573082, 3.8395662367343903, 3.7761894941329954, 3.7210554242134095, 3.6964634120464326, 3.682493108510971, 3.6138566851615908, 3.591104233264923]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0001,8,8275970,6.917818908,-3.999999996,0.903089987,0.262258145,0.524516339,-0.148841969,9,5,0.0001,50,"[0.4375370280328262, 0.3416363676874998, 0.2921568002206696, 0.2756320830487653, 0.3118230488155183, 0.29741298268115557, 0.32931837269525055, 0.34599877167711557, 0.3591719973273658]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0001,16,8275970,6.917818908,-3.999999996,1.204119983,0.256580728,0.513161473,-0.121881992,9,5,0.0001,50,"[0.4276225945410139, 0.32783725821676346, 0.28905587208472777, 0.2852712317476062, 0.2884973057063469, 0.33141535613907064, 0.32576381731911114, 0.3129589110795373, 0.3744405208715744]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0001,32,8275970,6.917818908,-3.999999996,1.505149978,0.127148391,0.254296794,-0.139792958,9,5,0.0001,50,"[0.4579629798966179, 0.32501268877057166, 0.30262266127768717, 0.2956677750460892, 0.3092456447433972, 0.3392602645099659, 0.3234564864746961, 0.32014213946831555, 0.3618963658190255]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0002,8,8275970,6.917818908,-3.698970002,0.903089987,0.195257058,0.390514086,-0.152728476,9,5,0.0001,50,"[0.6864123210983435, 0.68617413548704, 0.6885716519772015, 0.686036562551512, 0.6864046716350275, 0.686178325651094, 0.6861553531573674, 0.691179163630105, 0.686531300676407]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0002,16,8275970,6.917818908,-3.698970002,1.204119983,0.421165506,0.842331013,-0.105388567,14,5,0.0001,50,"[0.5384694014514427, 0.42617539903082646, 0.37584805331522525, 0.3255930292926676, 0.33736651681027335, 0.34457244140244225, 0.336984692791791, 0.33016645931472866, 0.2977571305719308, 0.3349329362072564, 0.3319715509570542, 0.31774352314039145, 0.3214212140956597, 0.3010051129042943]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0002,32,8275970,6.917818908,-3.698970002,1.505149978,0.115272916,0.23054583,-0.176273347,9,5,0.0001,50,"[0.41434504127134336, 0.3207366438737391, 0.29478774393185303, 0.2693539838928225, 0.30233408473962986, 0.30958579394373503, 0.32951544287156603, 0.34424856813920934, 0.3671356053235377]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0005,8,8275970,6.917818908,-3.301029995,0.903089987,0.236766808,0.473533593,-0.126754955,8,5,0.0001,50,"[0.6909724793921174, 0.687392318900011, 0.6860853061610899, 0.6867502910790704, 0.6866013813330272, 0.6866883028502135, 0.6864788143977417, 0.6877213772784503]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0005,16,8275970,6.917818908,-3.301029995,1.204119983,0.182618621,0.365237165,-0.122930591,6,5,0.0001,50,"[0.6727229155016059, 0.6855238710050062, 0.6847700954474633, 0.6863404843699621, 0.6860192152638334, 0.686493103337118]"
SST2,67349,DistilBERT,Transformer,AdamW,0.0005,32,8275970,6.917818908,-3.301029995,1.505149978,0.188124948,0.376249867,-0.13339185,7,5,0.0001,50,"[0.6881388042148672, 0.6846502277460348, 0.6849807306876375, 0.6846928178839332, 0.6861115948887733, 0.6862967616022341, 0.6857803580030409]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0001,8,8275970,6.917818908,-3.999999996,0.903089987,0.274913723,0.549827434,-0.136322913,8,5,0.0001,50,"[0.6894620737313092, 0.6860314359503518, 0.6857715985270973, 0.6857383646194839, 0.6861664649992827, 0.6860126873872059, 0.6862250126880591, 0.6861892722352384]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0001,16,8275970,6.917818908,-3.999999996,1.204119983,0.287892683,0.575785345,-0.138504433,12,5,0.0001,50,"[0.6142313949002789, 0.5025175105506055, 0.39798952326744863, 0.3576597585088425, 0.3362649158616672, 0.3068140341530857, 0.28675488461773496, 0.3179422520242649, 0.291715527038508, 0.3058671838783099, 0.30611623314733566, 0.33028472105490214]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0001,32,8275970,6.917818908,-3.999999996,1.505149978,0.361446278,0.722892527,-0.109265154,6,5,0.0001,50,"[0.6838194335724566, 0.6858599248238244, 0.6866431969644904, 0.6882861527014799, 0.6873070137517753, 0.6859695708949889]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0002,8,8275970,6.917818908,-3.698970002,0.903089987,0.170780637,0.341561248,-0.146687314,6,5,0.0001,50,"[0.6860206469787271, 0.6897583928074237, 0.6860236166987453, 0.6864358278747975, 0.6862095845354425, 0.6874427584811797]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0002,16,8275970,6.917818908,-3.698970002,1.204119983,0.338043134,0.676086223,-0.092509142,6,5,0.0001,50,"[0.6860183367678219, 0.6861813717528363, 0.6864708021389334, 0.6860725694201055, 0.6866063728326857, 0.6860788477288289]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0002,32,8275970,6.917818908,-3.698970002,1.505149978,0.215497575,0.430995116,-0.153357801,7,5,0.0001,50,"[0.686486272942142, 0.6860088788132204, 0.6860048081416132, 0.6878888100173298, 0.6869677969225795, 0.6866854910612673, 0.6860047173896482]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0005,8,8275970,6.917818908,-3.301029995,0.903089987,0.376277295,0.752554555,-0.081360572,6,5,0.0001,50,"[0.6860524112283476, 0.6861027027181662, 0.6860108830017035, 0.6863449531963489, 0.6863667815569744, 0.686619594339237]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0005,16,8275970,6.917818908,-3.301029995,1.204119983,0.189115651,0.37823131,-0.144636575,7,5,0.0001,50,"[0.6868575589815398, 0.6860113781733072, 0.6869140190211724, 0.6860191296087025, 0.6863683326227364, 0.6878999471664429, 0.6860032963639484]"
SST2,67349,DistilBERT,Transformer,Adafactor,0.0005,32,8275970,6.917818908,-3.301029995,1.505149978,0.487054614,0.974109204,-0.119318957,12,5,0.0001,50,"[0.6903172929609757, 0.686426217227537, 0.6865056519553667, 0.686835389097626, 0.6864144816251379, 0.6863486291110658, 0.6860386836840251, 0.6860808083110637, 0.6860572518758706, 0.686002520087779, 0.6866332092930755, 0.6863728928735874]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0001,8,12419586,7.094107119,-3.999999996,0.903089987,0.248698518,0.497397042,-0.155005148,8,5,0.0001,50,"[0.4781856423854828, 0.43288927262425425, 0.42817349128127097, 0.43868741478323936, 0.43273862086087467, 0.5150444100037217, 0.47775556587949397, 0.49674630377292633]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0001,16,12419586,7.094107119,-3.999999996,1.204119983,0.231237316,0.462474629,-0.14433594,8,5,0.0001,50,"[0.4679679592101338, 0.43732109194555985, 0.4143218479741115, 0.4242539790015632, 0.4167078326042658, 0.49792789159634243, 0.5293173783967575, 0.5697557450876164]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0001,32,12419586,7.094107119,-3.999999996,1.505149978,0.08652298,0.173045946,-0.140564706,8,5,0.0001,50,"[0.5704116382796294, 0.4580762827662146, 0.42560518262492625, 0.4767279675242248, 0.4378000936310762, 0.45191620185876347, 0.5151718522238123, 0.5573490500260311]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0002,8,12419586,7.094107119,-3.698970002,0.903089987,0.059361235,0.118722498,-0.166981156,6,5,0.0001,50,"[0.4440395984172821, 0.4934359830379486, 0.6920909452438354, 0.6171854542016983, 0.6097892599582672, 0.6105896319389343]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0002,16,12419586,7.094107119,-3.698970002,1.204119983,0.015779285,0.031558528,-0.147854494,8,5,0.0001,50,"[0.4837601538569021, 0.4584500941034323, 0.4090211359789958, 0.456631890727213, 0.46370633370198383, 0.4542366626401679, 0.5166351072514019, 0.49948263425415695]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0002,32,12419586,7.094107119,-3.698970002,1.505149978,-0.206502583,-0.41300513,-0.16517601,9,5,0.0001,50,"[0.47467563581314814, 0.4477342203923851, 0.47213468534551606, 0.42083169225674527, 0.43891849022382384, 0.4659006285249807, 0.5242159532228853, 0.6428076557898122, 0.656371930507338]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0005,8,12419586,7.094107119,-3.301029995,0.903089987,0.493749806,0.987499638,-0.097153624,6,5,0.0001,50,"[0.6893858496665954, 0.6911184573173523, 0.6935119918823243, 0.6933795780181885, 0.6933721879959106, 0.6943266598701477]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0005,16,12419586,7.094107119,-3.301029995,1.204119983,0.359383945,0.718767854,-0.12823639,10,5,0.0001,50,"[0.6839986451136799, 0.6863702817465931, 0.6839965652353086, 0.693481011131701, 0.6830124898840444, 0.6943098426626894, 0.6932048043503929, 0.7011975590794232, 0.693704248045961, 0.6931929550231836]"
IMDB,25000,DistilBERT,Transformer,AdamW,0.0005,32,12419586,7.094107119,-3.301029995,1.505149978,0.164600135,0.329200301,-0.148795803,6,5,0.0001,50,"[0.44326216381066924, 0.5623431203851275, 0.5247233862140376, 0.5408092642286021, 0.5600698347304277, 0.7187276304147805]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0001,8,12419586,7.094107119,-3.999999996,0.903089987,-0.219129994,-0.43825997,-0.152463925,6,5,0.0001,50,"[0.6931370697021484, 0.6942453780174256, 0.6947919583320618, 0.6942218184471131, 0.693630243396759, 0.6933698731422424]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0001,16,12419586,7.094107119,-3.999999996,1.204119983,-0.219555298,-0.439110624,-0.150811994,17,5,0.0001,50,"[0.7033106654215926, 0.6971620441244814, 0.6941541492367704, 0.6937834064419658, 0.6938155596248639, 0.6931393475959096, 0.6934583036663433, 0.6942685850131245, 0.6615800092014642, 0.6939804376885533, 0.6934247344446639, 0.651897911541759, 0.6567165352665959, 0.6628983287384715, 0.6603259791771825, 0.6586478940023782, 0.6564668999693264]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0001,32,12419586,7.094107119,-3.999999996,1.505149978,-0.230465883,-0.460931725,-0.157440161,6,5,0.0001,50,"[0.6931283603048628, 0.6947454529203427, 0.6968174565369916, 0.6944999873258506, 0.6967263589998719, 0.6947468595140299]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0002,8,12419586,7.094107119,-3.698970002,0.903089987,-0.086878832,-0.173757649,-0.143612338,6,5,0.0001,50,"[0.693143472290039, 0.6935854119300843, 0.6940948170661926, 0.6931639718055725, 0.6932776762008667, 0.6931905235290527]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0002,16,12419586,7.094107119,-3.698970002,1.204119983,0.04046999,0.080939932,-0.149986478,7,5,0.0001,50,"[0.6940907015206333, 0.6935342413167984, 0.6971568050095067, 0.6942616613528219, 0.6975856619521071, 0.693478482218977, 0.6937396838642157]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0002,32,12419586,7.094107119,-3.698970002,1.505149978,0.129313903,0.258627755,-0.158155932,11,5,0.0001,50,"[0.6948621405917368, 0.7052840415839177, 0.6938361574889748, 0.6936670321567803, 0.6934358154892162, 0.6932445696205091, 0.6938453085103612, 0.6934547883689783, 0.6938139279936529, 0.6931531053439827, 0.6931967412590221]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0005,8,12419586,7.094107119,-3.301029995,0.903089987,-0.147972287,-0.295944603,-0.147520393,7,5,0.0001,50,"[0.6941139226913452, 0.6931381353378296, 0.6931851603507996, 0.6946791872978211, 0.6935552883148194, 0.6932045148849487, 0.6937038013458252]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0005,16,12419586,7.094107119,-3.301029995,1.204119983,0.232350492,0.464700996,-0.153378326,7,5,0.0001,50,"[0.6939207357339585, 0.6931575829990375, 0.6931426945966653, 0.6942067028234561, 0.6932705522726138, 0.6931321401946461, 0.6931749426137906]"
IMDB,25000,DistilBERT,Transformer,Adafactor,0.0005,32,12419586,7.094107119,-3.301029995,1.505149978,0.319409444,0.638818893,-0.134441446,5,5,0.0001,50,"[NaN, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,AdamW,0.0005,4,85875556,7.933869562,-3.301029995,0.602059991,1.001886072,2.003772117,0.673666712,25,5,0.0005,60,"[4.361613342094421, 4.295910855293274, 4.2089996655464175, 4.083163315582276, 4.038665702962875, 4.053132357406616, 4.031510598802567, 4.066020179748535, 4.0596334182739255, 4.021753569889069, 4.062215048885346, 4.076767090702057, 4.065638465499878, 4.029442241573333, 3.998253659725189, 3.9779407357215884, 3.98320118432045, 4.0395864733695985, 3.998620213985443, 3.961525613307953]"
CIFAR100,50000,ViT,Transformer,AdamW,0.0005,8,85875556,7.933869562,-3.301029995,0.903089987,0.980499154,1.96099833,0.674962486,24,5,0.0005,60,"[4.480148349380493, 4.358597903633117, 4.306252919960022, 4.114845668411255, 4.018452550888061, 4.011105397987365, 4.011842963409424, 4.055113396263122, 3.9457990440368653, 3.8893386568069457, 3.7982555992126463, 3.748484794998169, 3.7794382406234743, 3.8030732583999636, 3.7504390447616576, 3.8248328590393066, 3.7364092273712157, 3.750506085205078, 3.6849126567840575, 3.736758283996582]"
CIFAR100,50000,ViT,Transformer,AdamW,0.0005,16,85875556,7.933869562,-3.301029995,1.204119983,1.046034122,2.092068244,0.675225299,12,5,0.0005,60,"[4.414233704757691, 4.314569498825073, 4.277214822387696, 4.172823042297363, 4.088867446899414, 3.9956471969604492, 3.9125291213989257, 3.991020863723755, 3.981479193496704, 3.923065837097168, 4.045652765274048, 3.9328221050262453]"
CIFAR100,50000,ViT,Transformer,AdamW,0.001,4,85875556,7.933869562,-3,0.602059991,1.033074335,2.066148643,0.677248338,8,5,0.0005,60,"[4.458776586055755, 4.316266394138336, 4.207080407905579, 4.280291217899323, 4.484802529335022, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,AdamW,0.001,8,85875556,7.933869562,-3,0.903089987,1.072156302,2.144312572,0.689697144,12,5,0.0005,60,"[4.491344472122193, 4.2650833391189575, 4.630113649368286, 4.169003656387329, 4.339052884674072, 4.173727390480042, 4.161197617721558, 4.241642454910278, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,AdamW,0.001,16,85875556,7.933869562,-3,1.204119983,1.016798255,2.033596509,0.679741338,24,5,0.0005,60,"[4.473387889099121, 4.352083266448974, 4.248758309173584, 4.221349226379394, 4.159979564285278, 4.042369570922852, 4.010261359786988, 4.0603961177825925, 4.049294406890869, 3.9882150177001954, 3.9565148906707766, 3.944054393386841, 3.9373745475769044, 3.992056160736084, 3.951180852508545, 3.950336095428467, 3.932807959365845, 3.9462276485443115, 3.896889207839966, 3.92286552772522]"
CIFAR100,50000,ViT,Transformer,AdamW,0.002,4,85875556,7.933869562,-2.698970004,0.602059991,1.040900517,2.081801024,0.683986397,6,5,0.0005,60,"[4.368496022796631, 5.2396048996925355, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,AdamW,0.002,8,85875556,7.933869562,-2.698970004,0.903089987,0.991750967,1.983501936,0.682382749,6,5,0.0005,60,"[4.633498199462891, 4.633498199462891, 4.633498199462891, 4.633498199462891, 4.633498199462891, 4.633498199462891]"
CIFAR100,50000,ViT,Transformer,AdamW,0.002,16,85875556,7.933869562,-2.698970004,1.204119983,1.037985906,2.075971816,0.684837846,10,5,0.0005,60,"[4.465415337371827, 4.449120148468017, 4.365731584167481, 4.221199293899536, 4.211753056716919, 4.713337436294555, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,Adam,0.0005,4,85875556,7.933869562,-3.301029995,0.602059991,1.034981411,2.069962822,0.672299419,11,5,0.0005,60,"[4.3483068844795225, 4.243615508460999, 4.154588439083099, 4.151016041469574, 4.053142134857178, 3.9943307898521425, NaN, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,Adam,0.0005,8,85875556,7.933869562,-3.301029995,0.903089987,1.050587404,2.101174799,0.676123243,19,5,0.0005,60,"[4.287328808212281, 4.014757128334045, 3.9207104764938356, 3.9145369747161864, 3.838249704360962, 3.841172133255005, 3.833529268074036, 3.90119418926239, 3.7529079498291016, 3.777497526168823, 3.6895864309310915, 3.7195812322616577, 3.7277609506607057, 3.6372155265808104, 3.6915626653671265, 3.6852148637771607, 3.6922645763397215, 3.7877400960922243, 3.763130620765686]"
CIFAR100,50000,ViT,Transformer,Adam,0.0005,16,85875556,7.933869562,-3.301029995,1.204119983,1.066317877,2.13263575,0.687492083,30,5,0.0005,60,"[4.284581293869018, 4.021180726623535, 3.961924853515625, 3.85338962097168, 3.8273735851287842, 3.8544301956176756, 3.8352007011413574, 3.8014889492034913, 3.7313957607269286, 3.702939556121826, 3.7255161781311035, 3.6727587966918946, 3.713605609893799, 3.6750933769226073, 3.6391180011749267, 3.642031200027466, 3.604475793457031, 3.581205327606201, 3.586685077285767, 3.5798799781799318]"
CIFAR100,50000,ViT,Transformer,Adam,0.001,4,85875556,7.933869562,-3,0.602059991,0.983973107,1.967946202,0.665117917,7,5,0.0005,60,"[4.332351918792725, 4.266826043510437, NaN, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,Adam,0.001,8,85875556,7.933869562,-3,0.903089987,1.017008313,2.034016634,0.688675308,7,5,0.0005,60,"[4.591662991333008, 4.547840662384033, 4.599619957351685, 4.599619957351685, 4.599619957351685, 4.599619957351685, 4.599619957351685]"
CIFAR100,50000,ViT,Transformer,Adam,0.001,16,85875556,7.933869562,-3,1.204119983,1.045836753,2.091673477,0.676384177,16,5,0.0005,60,"[4.360677861404419, 4.378044995498657, 4.230544896316529, 4.216071637344361, 4.236732431030274, 4.211893483352661, 4.207504217147827, 4.129635549545288, 4.055499675369263, 4.068708339309692, 4.032952862167359, 4.071553814315796, 4.079765934371948, 4.039498363876342, 4.06687371673584, 4.216665395355225]"
CIFAR100,50000,ViT,Transformer,Adam,0.002,4,85875556,7.933869562,-2.698970004,0.602059991,1.00532029,2.010640586,0.670426604,6,5,0.0005,60,"[4.630964646911621, 4.641444816017151, 4.641444816017151, 4.641444816017151, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,Adam,0.002,8,85875556,7.933869562,-2.698970004,0.903089987,1.008683113,2.017366209,0.669880892,8,5,0.0005,60,"[4.491474744987488, 4.330198024368286, 4.2616908203125, NaN, NaN, NaN, NaN, NaN]"
CIFAR100,50000,ViT,Transformer,Adam,0.002,16,85875556,7.933869562,-2.698970004,1.204119983,1.033052573,2.06610508,0.673880815,8,5,0.0005,60,"[4.49434794845581, 4.309463756942749, 4.3037822185516355, 4.435239761352539, NaN, NaN, NaN, NaN]"
STL10,5000,ViT,Transformer,AdamW,0.0005,4,85806346,7.933519408,-3.301029995,0.602059991,1.023029541,2.046059094,0.366010779,17,5,0.0005,60,"[2.1236636929512023, 2.0527130208015443, 2.0305390706062316, 2.0009414224624633, 1.937213346004486, 1.8965535349845886, 1.885249547481537, 1.9377727279663086, 1.8616046657562255, 1.8625862231254577, 1.8857152934074402, 1.8398958253860473, 1.8695769033432006, 1.9315831141471862, 1.8908693306446076, 1.8437726254463196, 1.8746809148788453]"
STL10,5000,ViT,Transformer,AdamW,0.0005,8,85806346,7.933519408,-3.301029995,0.903089987,1.171550886,2.343101759,0.363541143,13,5,0.0005,60,"[2.101970895767212, 2.087624394416809, 1.9970811405181885, 1.9203157567977904, 1.9369914646148683, 1.9940398244857789, 2.013775405883789, 1.8466764678955079, 1.8654918098449706, 1.922664538383484, 1.880268427848816, 1.859798996925354, 1.8665030765533448]"
STL10,5000,ViT,Transformer,AdamW,0.0005,16,85806346,7.933519408,-3.301029995,1.204119983,1.348127813,2.696255628,0.408351576,14,5,0.0005,60,"[2.4283596371847485, 2.083793011922685, 1.981890392681909, 2.032935630707514, 1.9913854182712616, 1.9467464666517953, 2.053825236502148, 1.9119785361819797, 1.8767698378789992, 1.9106531691929651, 2.05347892783937, 1.8881087851902796, 2.040817099904257, 2.0060261620415583]"
STL10,5000,ViT,Transformer,AdamW,0.001,4,85806346,7.933519408,-3,0.602059991,1.06525146,2.13050294,0.364100728,15,5,0.0005,60,"[2.354072030067444, 2.160217073917389, 2.1712084836959837, 1.9734903011322023, 1.92111887216568, 1.9441474847793578, 1.9929090242385865, 2.004998470783234, 1.9054186706542968, 1.8473779764175415, 1.850430225610733, 1.8574852542877198, 1.8896292524337768, 1.8561831803321838, 1.8557980329990387]"
STL10,5000,ViT,Transformer,AdamW,0.001,8,85806346,7.933519408,-3,0.903089987,1.157438664,2.314877341,0.378861499,12,5,0.0005,60,"[2.214947825431824, 2.0456954622268677, 1.9924235706329345, 1.9562923536300658, 1.9965383338928222, 1.9261048183441163, 1.9092452201843262, 1.9102327327728272, 1.9175307035446167, 1.939914595603943, 1.9741626949310302, 1.929983187675476]"
STL10,5000,ViT,Transformer,AdamW,0.001,16,85806346,7.933519408,-3,1.204119983,1.192971019,2.385942011,0.384528222,20,5,0.0005,60,"[2.1321040505454656, 2.1785015813888067, 2.0938183069229126, 2.0443475208585222, 2.0814563490095592, 1.9951722546229287, 1.9522213311422438, 1.9533387649626959, 1.9239635372918749, 1.9110651489288089, 1.9162556462817721, 1.9048804971906874, 1.9383091018313454, 1.894852778268239, 1.8765921800855607, 1.9178446209619915, 1.8820891910129123, 1.989599524982392, 1.917563998509967, 1.9454246059296623]"
STL10,5000,ViT,Transformer,AdamW,0.002,4,85806346,7.933519408,-2.698970004,0.602059991,1.27245917,2.544918359,0.382547302,13,5,0.0005,60,"[2.081343328475952, 2.1173708996772764, 2.0527734866142273, 2.144581336021423, 2.0013621883392334, 2.051288682937622, 1.954047408103943, 1.9447440123558044, 1.9725768790245055, 1.9631688795089721, 1.9551583762168885, 1.956482549905777, 2.039484269142151]"
STL10,5000,ViT,Transformer,AdamW,0.002,8,85806346,7.933519408,-2.698970004,0.903089987,1.365556083,2.73111216,0.398114178,17,5,0.0005,60,"[2.208690984725952, 2.1129277324676514, 2.0190542821884154, 2.0972392053604128, 2.0486240282058716, 2.031919324874878, 2.0342057256698607, 2.010531231880188, 2.005458795547485, 1.9958699779510498, 2.0672640352249148, 1.9822959718704223, 2.104374333381653, 2.024489917755127, 2.0440366010665896, 2.1264275941848756, 2.023201095581055]"
STL10,5000,ViT,Transformer,AdamW,0.002,16,85806346,7.933519408,-2.698970004,1.204119983,1.137140641,2.274281274,0.379176748,20,5,0.0005,60,"[2.537812864969647, 2.0688403542079623, 2.0140283807875616, 1.97102219339401, 2.0004890608409096, 1.973314915384565, 1.9966266533685109, 1.9455957015355427, 1.940133113709707, 1.9096926545339918, 1.893973431889973, 1.8700138727823894, 1.8708885927048942, 1.868293947643704, 1.8569375484708757, 1.91696934662168, 1.9893132296819536, 1.895183455376398, 1.9377700828370594, 1.873220581856985]"
STL10,5000,ViT,Transformer,Adam,0.0005,4,85806346,7.933519408,-3.301029995,0.602059991,1.160792145,2.321584298,0.373866085,17,5,0.0005,60,"[2.108209764957428, 2.056324254512787, 2.0100625348091126, 2.01498987197876, 1.951543828010559, 1.933597749233246, 2.0069332485198976, 1.9353926713466645, 1.910350212097168, 1.9263580451011657, 1.874686846256256, 1.8719323840141295, 1.9086756258010864, 1.8809098401069642, 1.8847768874168396, 1.9019425945281982, 1.8929973006248475]"
STL10,5000,ViT,Transformer,Adam,0.0005,8,85806346,7.933519408,-3.301029995,0.903089987,1.397139283,2.794278576,0.407849713,29,5,0.0005,60,"[2.412223613739014, 2.0483771953582766, 1.9699036169052124, 1.9771876001358033, 2.0471062602996826, 1.9735345249176026, 1.9047033424377442, 1.890808627128601, 1.8793870487213136, 1.8729885292053223, 1.8568944902420044, 1.8519096765518188, 1.8473385105133056, 1.8462917556762695, 1.8264022340774537, 1.8461448249816894, 1.829862494468689, 1.7975412607192993, 1.805021149635315, 1.8201013870239258]"
STL10,5000,ViT,Transformer,Adam,0.0005,16,85806346,7.933519408,-3.301029995,1.204119983,1.222617673,2.445235368,0.380195384,29,5,0.0005,60,"[2.216408231901744, 2.070987928481329, 1.9884600847486467, 1.9501416702119132, 1.9001441039736309, 1.9139772312981742, 1.8764052428896465, 1.8831266883819822, 1.9263227023775615, 1.89607150214059, 1.8687426608706277, 1.9102957229765634, 1.8713849158514113, 1.860443431233603, 1.8711171017752752, 1.8764438591306172, 1.914173584135752, 1.8666468139678714, 1.840326224054609, 1.81953041326432]"
STL10,5000,ViT,Transformer,Adam,0.001,4,85806346,7.933519408,-3,0.602059991,1.13469412,2.269388264,0.381093765,21,5,0.0005,60,"[2.1948407044410705, 2.160637849330902, 2.031500187397003, 2.0104781441688537, 1.9964762082099914, 1.991524908542633, 1.9403399336338043, 2.078841203212738, 1.9068239145278931, 1.9386347069740295, 1.9098187985420227, 1.912735704421997, 1.9285932879447938, 1.8557503862380982, 1.8525828347206115, 1.851007653236389, 1.9805041618347168, 1.898508062362671, 1.875296378135681, 1.867366297006607]"
STL10,5000,ViT,Transformer,Adam,0.001,8,85806346,7.933519408,-3,0.903089987,1.23379559,2.467591217,0.379791317,18,5,0.0005,60,"[2.113714677810669, 2.1226801986694337, 2.044740563392639, 1.979917112350464, 2.0435457124710084, 1.9761442499160766, 1.9245857372283937, 1.9000754652023315, 1.9056622333526612, 1.9857815923690796, 1.8800759382247925, 1.870132409095764, 1.8493911027908325, 1.9656662073135376, 1.943361577987671, 1.90845192527771, 1.897606029510498, 1.8627734622955323]"
