dataset,architecture,learning_rate,batch_size,epsilon,logP,logB,logG2,logTau,logLR,logN,T_star,converged,censored_reason,logInitLoss,logFinalLoss
FashionMNIST,PiT-XS,0.0005,32,0.15,13.56509087213907,3.4657359027997265,6.8723311589962846,6.834804891192446,-7.600902459542082,11.002099841204238,14,True,,1.0627382551509363,-0.8711037973328841
FashionMNIST,CCT-Small,0.0005,32,0.15,13.3693390736518,3.4657359027997265,7.193790536526355,7.070151586483077,-7.600902459542082,11.002099841204238,12,True,,0.9287822908004756,-0.9977917838256639
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,9.760940352521443,9.513405244765792,-7.600902459542082,11.002099841204238,20,True,,1.3904825797323215,-0.5529028368190368
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,8.962259427019392,8.893183948194725,-7.600902459542082,11.002099841204238,20,True,,1.177846834361148,-0.8167699000168465
FashionMNIST,PiT-XS,0.0005,32,0.15,13.56509087213907,3.4657359027997265,6.83012292829769,6.8029241031797145,-7.600902459542082,11.002099841204238,16,True,,0.9780365152228913,-1.0447000859969644
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,9.575919699468555,9.600628454584292,-7.600902459542082,11.002099841204238,23,True,,1.1076838522613965,-0.7964013950965666
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,9.426661723900192,9.53272758936151,-7.600902459542082,11.002099841204238,17,True,,1.1870638882180375,-0.96267745770028
FashionMNIST,PiT-XS,0.0005,32,0.15,13.56509087213907,3.4657359027997265,6.699737911908773,6.823354274020692,-7.600902459542082,11.002099841204238,15,True,,0.8283941615252308,-1.232781313638062
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,8.96673453329871,8.922770956955985,-7.600902459542082,11.002099841204238,21,True,,1.1089726374405757,-0.8026717512890967
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,8.897391257938109,8.981537959983122,-7.600902459542082,11.002099841204238,17,True,,1.0164174863078224,-0.970254045295453
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.15,14.40692286449944,3.4657359027997265,9.46740107536929,9.172459634555656,-7.600902459542082,11.002099841204238,15,True,,1.2208179961725008,-0.8666306077216074
FashionMNIST,CCT-Small,0.0005,32,0.15,13.3693390736518,3.4657359027997265,7.108604388521266,7.228924869207258,-7.600902459542082,11.002099841204238,16,True,,0.8599159200063606,-1.1005779240887041
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,7.1294432602070135,7.126339583383731,-7.600902459542082,11.002099841204238,13,True,,0.9718001130940397,-0.6786287279723285
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.1573430222571615,7.216913227363179,-7.600902459542082,11.002099841204238,17,True,,0.8735201922103254,-0.8729590765742008
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.344933693306851,9.332502885194481,-7.600902459542082,11.002099841204238,29,True,,1.0119602956119573,-0.6312554238452283
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.806408558439623,9.565972863265046,-7.600902459542082,11.002099841204238,24,True,,1.103426195770399,-0.6050403439267215
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.121839582459073,7.149545656196491,-7.600902459542082,11.002099841204238,14,True,,0.9211094635282564,-0.7747963608059607
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.222488361866171,8.991176740453117,-7.600902459542082,11.002099841204238,8,True,,1.2917138156661983,-0.3370541710870996
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.809978319495753,6.820140263862658,-7.600902459542082,11.002099841204238,17,True,,0.971396126005845,-0.7287084827253358
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.89939910932704,6.868263891077191,-7.600902459542082,11.002099841204238,14,True,,1.0797384281995377,-0.6002371559635165
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.947614066236904,6.970836520441431,-7.600902459542082,11.002099841204238,13,True,,0.986262331607094,-0.702869133090695
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.307619139794351,9.170039635988813,-7.600902459542082,11.002099841204238,19,True,,1.35155928376952,-0.29669794040340614
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.758822116899387,6.823419409953395,-7.600902459542082,11.002099841204238,13,True,,0.990933088861251,-0.6245293641385637
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.8742801915308105,6.911412364850418,-7.600902459542082,11.002099841204238,13,True,,0.957903917226632,-0.6679424132128596
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.519590744564312,9.445744926701288,-7.600902459542082,11.002099841204238,14,True,,1.113899150784544,-0.502570730341883
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.131502116605315,7.119819637023302,-7.600902459542082,11.002099841204238,16,True,,0.909321176907675,-0.7410112641748265
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.086519031931515,7.0994380441601095,-7.600902459542082,11.002099841204238,13,True,,0.9849015138743775,-0.7566640120895258
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.327555557006523,9.053276983921704,-7.600902459542082,11.002099841204238,19,True,,1.3816439989831018,-0.24202407299096965
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.8424174236712565,6.871511157534574,-7.600902459542082,11.002099841204238,15,True,,0.8161472753641523,-0.8189387459386142
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.441349835167212,7.372357035753061,-7.600902459542082,11.002099841204238,11,True,,1.09931910884462,-0.5346434738757334
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.47629912144138,7.571973912978141,-7.600902459542082,11.002099841204238,13,True,,0.9381254056835582,-0.7574701945253476
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.394077601079476,7.509335901450894,-7.600902459542082,11.002099841204238,10,True,,1.0496577452207119,-0.6125597797857145
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.20818686026101,8.860339199499395,-7.600902459542082,11.002099841204238,17,True,,1.3139324627066662,-0.3520358945285672
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.338342522970323,7.270923876537456,-7.600902459542082,11.002099841204238,16,True,,0.9539312793528345,-0.7107702495096508
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.126858461581235,7.150699698342358,-7.600902459542082,11.002099841204238,12,True,,1.0022020287726894,-0.6674361903566165
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.015129919811686,9.13342759346934,-7.600902459542082,11.002099841204238,17,True,,1.1311636337147468,-0.5766247428954173
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.583698142092421,9.488745642623584,-7.600902459542082,11.002099841204238,22,True,,0.9891376831617106,-0.6433951082546063
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.407791935483843,9.486960321801662,-7.600902459542082,11.002099841204238,26,True,,0.8454879206910018,-0.7701122938936961
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.046130315847717,7.105119576156124,-7.600902459542082,11.002099841204238,12,True,,0.9934305003293887,-0.6287430620268069
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.004435795607826,7.082451560517948,-7.600902459542082,11.002099841204238,12,True,,0.9113254221716516,-0.7747410000979504
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.742011763126678,8.729501217412825,-7.600902459542082,11.002099841204238,20,True,,0.981364776536,-0.9497102474996321
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.712390301398432,6.735488874672845,-7.600902459542082,11.002099841204238,12,True,,0.9700153647693122,-0.7608747182826762
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.996963343170126,9.218358052748142,-7.600902459542082,11.002099841204238,19,True,,0.9944511113585498,-0.6453172141931866
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.305177999873837,7.2871112765671215,-7.600902459542082,11.002099841204238,11,True,,0.972924948415266,-0.7105907597423453
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.217936561219816,7.094706487689955,-7.600902459542082,11.002099841204238,11,True,,0.9573833501728826,-0.689049305144285
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.214067857637481,9.434149959983625,-7.600902459542082,11.002099841204238,27,True,,0.9567564617678289,-0.7524500901335828
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.724284131684739,6.801948585819345,-7.600902459542082,11.002099841204238,14,True,,0.8887220687342241,-0.7265674973791516
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.541452239819456,6.519827220632063,-7.600902459542082,11.002099841204238,13,True,,1.0593272004264394,-0.6006805835102837
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.103675555186236,7.051618935092494,-7.600902459542082,11.002099841204238,10,True,,1.0333052770591173,-0.610684520374468
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.764878996942555,6.775074510410129,-7.600902459542082,11.002099841204238,12,True,,0.9326047616725639,-0.6815949549668866
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,7.084296465544482,7.001656825630936,-7.600902459542082,11.002099841204238,11,True,,0.9752820482040528,-0.7290280924656646
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.926187709518106,7.018422310113796,-7.600902459542082,11.002099841204238,12,True,,0.8169485104300914,-0.8724760361549688
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.047548142662702,8.984891060993116,-7.600902459542082,11.002099841204238,23,True,,0.99885962509015,-0.7546338371929766
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.076742602286294,7.110628409031316,-7.600902459542082,11.002099841204238,14,True,,0.9676611135537706,-0.7575995568281769
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,10.031698432645177,9.871287579749989,-7.600902459542082,11.002099841204238,23,True,,1.0765712781623007,-0.6322452462675631
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.713932542490193,6.801454712935487,-7.600902459542082,11.002099841204238,14,True,,0.8715264143942877,-0.7545782504865263
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.300084881425737,7.245943646436534,-7.600902459542082,11.002099841204238,12,True,,1.0109791828838797,-0.6460137395467264
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.19657120939142,9.126984798836316,-7.600902459542082,11.002099841204238,18,True,,1.1489462432476267,-0.5045552060900146
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.272863350363551,7.227291691002042,-7.600902459542082,11.002099841204238,12,True,,0.7657831037825679,-0.896825720782413
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.667394632537427,8.650256931106181,-7.600902459542082,11.002099841204238,12,True,,1.1006950886078901,-0.6905753315278248
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.432883203697105,7.400346194953632,-7.600902459542082,11.002099841204238,11,True,,1.0600635692707596,-0.5840065988381371
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.931497246762925,8.709566752572739,-7.600902459542082,11.002099841204238,19,True,,1.077316819809263,-0.6287051714499821
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.853179282561288,6.880688264885657,-7.600902459542082,11.002099841204238,16,True,,0.8916315736192005,-0.7763057323332455
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.996448892783963,9.064720067814427,-7.600902459542082,11.002099841204238,20,True,,0.9829340308025624,-0.6355825839645931
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.5804443425696375,6.614854116817464,-7.600902459542082,11.002099841204238,11,True,,0.8690766546625236,-0.7817077437299145
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.459281709892808,9.30067018255085,-7.600902459542082,11.002099841204238,23,True,,1.2311760086777006,-0.4379733118208858
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.772955321929338,6.73961750198912,-7.600902459542082,11.002099841204238,22,True,,1.0521276189090012,-0.5741096847398176
FashionMNIST,PiT-XS,0.0005,32,0.2,13.56509087213907,3.4657359027997265,6.717951719576253,6.7168394326349565,-7.600902459542082,11.002099841204238,14,True,,1.0006949996346566,-0.7435975939506111
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.299359702913485,9.183133020450697,-7.600902459542082,11.002099841204238,15,True,,1.066419181932914,-0.6584986445150196
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,9.85777447928751,9.76641811869346,-7.600902459542082,11.002099841204238,24,True,,1.2174373944574928,-0.4823584799965086
FashionMNIST,CCT-Small,0.0005,32,0.2,13.3693390736518,3.4657359027997265,7.120921803301317,7.077462259157398,-7.600902459542082,11.002099841204238,12,True,,1.040517517437801,-0.6741358736724122
FashionMNIST,ViT-Tiny-32/4,0.0005,32,0.2,14.40692286449944,3.4657359027997265,8.76590511621389,8.70866247460958,-7.600902459542082,11.002099841204238,29,True,,0.9625318846044678,-0.6619777165437394
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.3783898788008475,7.379648469647655,-7.600902459542082,11.002099841204238,24,True,,1.0393560326834557,-1.312389593329867
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.247873742605751,9.183558667340519,-7.600902459542082,11.002099841204238,38,True,,1.2537379656176564,-1.1230054968194607
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,6.78064599557955,6.89876230736418,-7.600902459542082,11.002099841204238,24,True,,0.9009093904158869,-1.4060561934451263
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.759178033337547,6.818923485253761,-7.600902459542082,11.002099841204238,21,True,,0.9031306913150238,-1.4248779367427478
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,8.733693652271059,8.87103888074354,-7.600902459542082,11.002099841204238,30,True,,0.9329226814349773,-1.4326637302670746
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.93582010068155,6.8923725855576805,-7.600902459542082,11.002099841204238,22,True,,1.1459693557879023,-1.169727949095328
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.441309516337304,9.329024106617753,-7.600902459542082,11.002099841204238,30,True,,1.1711184633541893,-1.2391390081142566
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.098383682525437,7.156250374913241,-7.600902459542082,11.002099841204238,19,True,,1.026442711462349,-1.3589301708742978
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.808728086844637,9.754085450114276,-7.600902459542082,11.002099841204238,34,True,,1.2997758255878729,-1.1546697063006084
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.274625511512176,7.268643523725894,-7.600902459542082,11.002099841204238,25,True,,0.9222177657388265,-1.4633676274098375
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.298831136681073,7.310961620676315,-7.600902459542082,11.002099841204238,24,True,,1.059534482936133,-1.3334897355472373
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,8.861762398678048,8.829698876863029,-7.600902459542082,11.002099841204238,20,True,,1.220335832626288,-1.1951346195521508
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.911067101080813,6.952638640068239,-7.600902459542082,11.002099841204238,20,True,,0.9133202063698036,-1.4231515366223495
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.309265878989908,9.0744373731031,-7.600902459542082,11.002099841204238,39,True,,1.1310050734386412,-1.3723956308711434
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.6572990484240195,6.70586965844014,-7.600902459542082,11.002099841204238,20,True,,1.003389270897584,-1.3544385291953367
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.271342801628244,7.211898924190238,-7.600902459542082,11.002099841204238,23,True,,1.018136538973977,-1.3154556092764873
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.2702882026802,9.181375043687208,-7.600902459542082,11.002099841204238,25,True,,1.1964147933937992,-1.1877907118216255
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.345032756805484,9.281167009490956,-7.600902459542082,11.002099841204238,38,True,,1.1695184867436208,-1.2316611363526782
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.742020610214317,6.794659378925957,-7.600902459542082,11.002099841204238,22,True,,0.9172120335721893,-1.4902527271746333
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,8.479414289336312,8.600506240784675,-7.600902459542082,11.002099841204238,29,True,,0.9755270074276576,-1.4442274725300712
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.089537144951044,7.1441479663505225,-7.600902459542082,11.002099841204238,24,True,,0.9757400057546735,-1.3388928021600042
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.81812832679678,9.83407294526366,-7.600902459542082,11.002099841204238,32,True,,1.1032115983092845,-1.3459218007709621
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,6.983893283329443,7.013931701721803,-7.600902459542082,11.002099841204238,25,True,,0.8818913698595862,-1.5642672148278833
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.1297013996425544,7.205394314550635,-7.600902459542082,11.002099841204238,29,True,,1.0401175297320058,-1.3300420635021188
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.882756664239404,6.765685665710432,-7.600902459542082,11.002099841204238,23,True,,1.1003997831650925,-1.2653454809036635
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,7.005554550001888,7.000362307264473,-7.600902459542082,11.002099841204238,20,True,,1.1010855225376568,-1.3415052931534897
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.105050902998144,7.056728149713339,-7.600902459542082,11.002099841204238,23,True,,0.9560696105166767,-1.3808808456723194
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.7689375936388565,6.781600241160148,-7.600902459542082,11.002099841204238,24,True,,0.9820967170712223,-1.3943904819934168
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.724302266064127,6.723535382747061,-7.600902459542082,11.002099841204238,24,True,,0.9699061809157965,-1.4430706770108817
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.166864272882181,7.131404996423145,-7.600902459542082,11.002099841204238,25,True,,0.9622171388451313,-1.4277734245822027
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.175306419206613,8.957475081510495,-7.600902459542082,11.002099841204238,44,True,,1.2458058156115983,-1.2686801400658942
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.389386930253773,8.884299347028799,-7.600902459542082,11.002099841204238,38,True,,1.5126272024900844,-0.818776802881116
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.731667751315772,6.794188720231681,-7.600902459542082,11.002099841204238,25,True,,0.9997642669772712,-1.3946508221630913
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.75263096267361,6.779790104789155,-7.600902459542082,11.002099841204238,22,True,,0.9939192281978007,-1.442228572016579
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.146008018270254,7.050030058386233,-7.600902459542082,11.002099841204238,25,True,,0.9037644848774865,-1.4239663340813833
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.210891747066875,7.230287951155205,-7.600902459542082,11.002099841204238,30,True,,0.8087959483699121,-1.6383665918910382
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,6.952739682022154,6.922273403534665,-7.600902459542082,11.002099841204238,25,True,,1.007184417689877,-1.3245733906555026
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.424840040805662,7.429634188337326,-7.600902459542082,11.002099841204238,24,True,,0.9589128020629875,-1.412497497297619
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.452054941349882,9.544432717330015,-7.600902459542082,11.002099841204238,37,True,,1.0226634990095937,-1.391783669231795
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.488943743953871,7.15991018031903,-7.600902459542082,11.002099841204238,27,True,,0.9833216121654913,-1.3361373354963018
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.356077877704388,7.24107238684922,-7.600902459542082,11.002099841204238,28,True,,0.9507248133411882,-1.4553834093260196
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.896436100364467,6.926200331584464,-7.600902459542082,11.002099841204238,25,True,,1.0083553252220603,-1.296373041764071
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.269791372151276,7.219137423308607,-7.600902459542082,11.002099841204238,23,True,,0.8756086395366359,-1.4499892364566578
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.621093816410582,6.605693507197802,-7.600902459542082,11.002099841204238,28,True,,1.0384159636356198,-1.303571791359091
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.187516375872956,7.281067965394822,-7.600902459542082,11.002099841204238,26,True,,0.9087523953705838,-1.47766362802535
FashionMNIST,CCT-Small,0.0005,64,0.1,13.3693390736518,4.1588830833596715,7.236711436510118,7.26006920447029,-7.600902459542082,11.002099841204238,26,True,,0.9063618231777004,-1.459513472976674
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.607676232041005,6.69369536317562,-7.600902459542082,11.002099841204238,22,True,,0.8646837800313051,-1.4796710306632381
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.287228133095232,9.356250463411023,-7.600902459542082,11.002099841204238,28,True,,1.0599893124839008,-1.24584085014508
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.783662437177911,9.729018203224388,-7.600902459542082,11.002099841204238,31,True,,1.029276955408432,-1.384799640606104
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.924634136210817,6.846528441420618,-7.600902459542082,11.002099841204238,22,True,,1.1425199564410033,-1.1622673348282084
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.719004234380811,6.766664384779179,-7.600902459542082,11.002099841204238,22,True,,0.9459413048543861,-1.5290638257528928
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.431473598027955,9.193476135794912,-7.600902459542082,11.002099841204238,38,True,,1.2653357910714869,-1.3251781008211319
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.941528076400208,6.873342581821273,-7.600902459542082,11.002099841204238,21,True,,0.9240389948649531,-1.4774446768502278
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.882456039108931,6.960687246923918,-7.600902459542082,11.002099841204238,26,True,,1.0091851132677074,-1.3014732589252704
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.850382662546365,6.819430396497195,-7.600902459542082,11.002099841204238,20,True,,0.982813667150723,-1.336438511695952
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.807609719491885,6.8300548462543835,-7.600902459542082,11.002099841204238,21,True,,1.000090043022719,-1.3214395607034803
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.517754108139911,6.51765607387648,-7.600902459542082,11.002099841204238,21,True,,0.967092849211745,-1.3667863129756874
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,9.2273572685818,9.400627057316333,-7.600902459542082,11.002099841204238,35,True,,1.1536485004514159,-1.3285105590153459
FashionMNIST,PiT-XS,0.0005,64,0.1,13.56509087213907,4.1588830833596715,6.710463961890815,6.795918386206627,-7.600902459542082,11.002099841204238,22,True,,0.9143676115853394,-1.514704647102289
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.1,14.40692286449944,4.1588830833596715,8.934127903238064,9.047627219175641,-7.600902459542082,11.002099841204238,30,True,,1.0602041382101448,-1.3680772066819702
FashionMNIST,CCT-Small,0.0005,64,0.15,13.3693390736518,4.1588830833596715,7.249336108811933,7.2029824465284475,-7.600902459542082,11.002099841204238,17,True,,0.9809316485488484,-0.959200981546826
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.15,14.40692286449944,4.1588830833596715,8.550906403849424,8.446616241231823,-7.600902459542082,11.002099841204238,25,True,,1.1049985575582464,-0.7957010411417942
FashionMNIST,CCT-Small,0.0005,64,0.15,13.3693390736518,4.1588830833596715,7.430460518578509,7.342437995965013,-7.600902459542082,11.002099841204238,23,True,,1.0780032335437126,-0.8784777153575107
FashionMNIST,ViT-Tiny-32/4,0.0005,64,0.15,14.40692286449944,4.1588830833596715,8.86053718775573,8.887832397407562,-7.600902459542082,11.002099841204238,27,True,,0.9936410436046441,-0.9936282978825819
