dataset,learning_rate,batch_size,epsilon,logP,logB,logG2,logTau,logLR,logN,T_star,converged,censored_reason,logInitLoss,logFinalLoss
MNIST,0.0005,32,0.1,13.769351429582695,3.4657359027997265,0.23393468232609727,0.33951786328122474,-7.600902459542082,11.002099841204238,51,True,,0.8338309424569711,-1.4806223693180007
MNIST,0.0005,32,0.1,11.3167402502371,3.4657359027997265,0.7064767984360352,0.8069554461040992,-7.600902459542082,11.002099841204238,81,True,,0.8421243051123565,-1.5217302144598568
MNIST,0.0005,32,0.1,14.98377141421477,3.4657359027997265,0.33393561076337075,0.4405238788004497,-7.600902459542082,11.002099841204238,30,True,,0.8330834435518315,-1.6616044949123692
MNIST,0.0005,32,0.1,11.3167402502371,3.4657359027997265,0.6520315541250106,0.7690330046048057,-7.600902459542082,11.002099841204238,88,True,,0.8302008384799802,-1.506871322521149
MNIST,0.0005,32,0.1,14.617638592840342,3.4657359027997265,0.6408041477672056,0.7451537433364983,-7.600902459542082,11.002099841204238,39,True,,0.8363490529435806,-1.5186359357138555
MNIST,0.0005,32,0.1,15.135872894137666,3.4657359027997265,0.2564388408439547,0.36187093993707775,-7.600902459542082,11.002099841204238,34,True,,0.8351894100960433,-1.512464797251917
MNIST,0.0005,32,0.1,13.769351429582695,3.4657359027997265,0.23075955824089228,0.3378109853551157,-7.600902459542082,11.002099841204238,58,True,,0.8332678060000134,-1.493425204093782
MNIST,0.0005,32,0.1,12.311414161007498,3.4657359027997265,1.5809540617705768,1.68769137436152,-7.600902459542082,11.002099841204238,54,True,,0.834972506140047,-1.545703934249355
MNIST,0.0005,32,0.1,11.727343055584136,3.4657359027997265,1.5438972738202046,1.6480581841746254,-7.600902459542082,11.002099841204238,92,True,,0.8292084336796015,-1.512772109791321
MNIST,0.0005,32,0.1,14.589231689678332,3.4657359027997265,0.3257750903167723,0.43222139574054014,-7.600902459542082,11.002099841204238,38,True,,0.8313931664621532,-1.7018582800024962
MNIST,0.0005,32,0.1,14.98377141421477,3.4657359027997265,0.36871258266125256,0.47240354866627055,-7.600902459542082,11.002099841204238,36,True,,0.8347596938790229,-1.4866063731383812
MNIST,0.0005,32,0.1,13.482566091438402,3.4657359027997265,1.4485485269959466,1.547710560449126,-7.600902459542082,11.002099841204238,48,True,,0.834184553515521,-1.5022914269217509
MNIST,0.0005,32,0.1,13.638346080547809,3.4657359027997265,1.6264416525066892,1.7307407187899149,-7.600902459542082,11.002099841204238,41,True,,0.8341806194390475,-1.5530231169523911
