dataset,transformer,learning_rate,batch_size,epsilon,logP,logB,logG2,logTau,logLR,logN,logInitLoss,logFinalLoss,T_star,converged
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,7.033278571,10.60631906,-6.907755279,6.907755279,0.875637444,-0.2088816,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,7.015824283,10.52328714,-6.907755279,6.907755279,0.885739672,-0.076666144,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,7.052999173,10.59629644,-6.907755279,6.907755279,0.844027034,-0.110720091,17,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,6.998995988,10.561466,-6.907755279,6.907755279,0.874502218,-0.193881224,18,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,7.102247358,10.64256488,-6.907755279,6.907755279,0.918893448,-0.02575553,33,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,6.819108663,10.41020212,-6.907755279,6.907755279,0.809933766,-0.200355456,16,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,100,0.4,15.5250374,3.465735903,6.916671043,10.45551282,-6.907755279,6.907755279,0.869222612,-0.047798808,16,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.066690074,10.58905287,-6.214608098,6.907755279,0.885879482,0.366956777,56,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.99342407,10.56028591,-6.214608098,6.907755279,0.918548104,0.374537012,38,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.004788373,10.57574216,-6.214608098,6.907755279,0.878682655,0.342397639,45,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.950627829,10.56842125,-6.214608098,6.907755279,0.824808399,0.140455065,48,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.047272406,10.58445839,-6.214608098,6.907755279,0.797880339,0.164197173,46,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.993757417,10.55759117,-6.214608098,6.907755279,0.919268148,0.344178959,28,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.970784722,10.63196003,-6.214608098,6.907755279,0.810592135,0.217836794,49,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.101477849,10.60305722,-6.214608098,6.907755279,0.900050291,0.378317082,59,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.986261771,10.52549447,-6.214608098,6.907755279,0.825958215,0.246758071,44,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.106662963,10.66090186,-6.214608098,6.907755279,0.856595302,0.308661998,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.928058499,10.50278509,-6.214608098,6.907755279,0.930536145,0.343803727,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.004546945,10.5278805,-6.214608098,6.907755279,0.835914977,0.298037417,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.013452319,10.57815529,-6.214608098,6.907755279,0.853161435,0.33887302,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.959960113,10.48463367,-6.214608098,6.907755279,0.806868971,0.291512194,64,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.968711789,10.56272645,-6.214608098,6.907755279,0.912883368,0.38258978,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.036885247,10.5469087,-6.214608098,6.907755279,0.979202004,0.461114904,23,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.997271636,10.57081962,-6.214608098,6.907755279,0.82232933,0.271049041,68,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.124828868,10.68684933,-6.214608098,6.907755279,0.837359994,0.268561566,43,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.01123213,10.57678973,-6.214608098,6.907755279,0.862840009,0.342393152,43,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.111691438,10.63339998,-6.214608098,6.907755279,0.884470856,0.271291187,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.074997678,10.58949651,-6.214608098,6.907755279,0.860890323,0.343012068,23,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.939942879,10.54237572,-6.214608098,6.907755279,0.833047272,0.284054818,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.040440826,10.60216761,-6.214608098,6.907755279,0.828596777,0.114179503,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.094813262,10.64107561,-6.214608098,6.907755279,0.875574073,0.265644342,47,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.048409134,10.64764557,-6.214608098,6.907755279,0.881597975,0.368369687,54,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.907179027,10.471423,-6.214608098,6.907755279,0.889782911,0.251509753,23,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.014962632,10.48980185,-6.214608098,6.907755279,0.938143974,0.377607205,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.009254889,10.55849584,-6.214608098,6.907755279,0.954540206,0.413890434,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.942320479,10.50923437,-6.214608098,6.907755279,0.853724954,0.280881626,20,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.038437626,10.54870291,-6.214608098,6.907755279,0.858343094,0.301364961,21,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.035384602,10.59493355,-6.214608098,6.907755279,0.872651373,0.277111094,28,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.977679402,10.520014,-6.214608098,6.907755279,0.7720377,0.252265438,38,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.99146682,10.55075491,-6.214608098,6.907755279,0.93272682,0.36497887,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.080509329,10.58620312,-6.214608098,6.907755279,0.876544559,0.271519826,36,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.995361282,10.53473375,-6.214608098,6.907755279,0.842546249,0.279094722,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.042046464,10.53744965,-6.214608098,6.907755279,0.94218258,0.323912635,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.110138151,10.65503864,-6.214608098,6.907755279,0.854513389,0.326336086,49,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.007554852,10.55753506,-6.214608098,6.907755279,0.835587204,0.285338415,35,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.908434097,10.51129185,-6.214608098,6.907755279,0.836709726,0.322050237,46,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.046430987,10.59102386,-6.214608098,6.907755279,0.812329337,0.276904787,45,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.071843875,10.5947924,-6.214608098,6.907755279,0.918872236,0.395062551,41,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.036542662,10.56366421,-6.214608098,6.907755279,0.888074742,0.245387109,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.052495198,10.60032634,-6.214608098,6.907755279,0.861325483,0.323040168,56,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.981746622,10.50007812,-6.214608098,6.907755279,0.840065329,0.269617967,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.993577895,10.53476733,-6.214608098,6.907755279,0.869351057,0.320267794,25,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.020620196,10.51451089,-6.214608098,6.907755279,0.892777017,0.354529846,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.964845334,10.49696345,-6.214608098,6.907755279,0.882175008,0.362617277,33,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.986560242,10.51441485,-6.214608098,6.907755279,0.922848013,0.307739575,76,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.020484199,10.4960082,-6.214608098,6.907755279,0.909436508,0.349583634,24,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.040983645,10.55577585,-6.214608098,6.907755279,0.876238176,0.355287626,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.012625705,10.56081162,-6.214608098,6.907755279,0.874614974,0.281387124,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.015821366,10.57433748,-6.214608098,6.907755279,0.834070563,0.276191016,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.049382125,10.57054129,-6.214608098,6.907755279,0.879439691,0.329545557,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.14139548,10.7165117,-6.214608098,6.907755279,0.896179709,0.333894832,38,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.965003586,10.54041014,-6.214608098,6.907755279,0.877308569,0.189182443,60,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.066831437,10.58785335,-6.214608098,6.907755279,0.879127166,0.341435931,41,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.081189917,10.6417834,-6.214608098,6.907755279,0.842760901,0.248375658,44,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.077794066,10.65240771,-6.214608098,6.907755279,0.88170786,0.277147416,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.08352462,10.62213285,-6.214608098,6.907755279,0.858569739,0.332218312,46,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.067412179,10.56498907,-6.214608098,6.907755279,0.906417398,0.363436508,53,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.005483307,10.61568585,-6.214608098,6.907755279,0.808854245,0.291072739,40,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.917521753,10.49162663,-6.214608098,6.907755279,0.870738509,0.308351407,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.958786604,10.53162488,-6.214608098,6.907755279,0.871969033,0.247813275,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.057016561,10.59183943,-6.214608098,6.907755279,0.915635534,0.321353461,35,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.037241766,10.59260392,-6.214608098,6.907755279,0.876328602,0.236227255,54,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.841318811,10.44624462,-6.214608098,6.907755279,0.861677261,0.30844441,54,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.039200618,10.55883978,-6.214608098,6.907755279,0.871356853,0.312500725,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.927298844,10.50858687,-6.214608098,6.907755279,0.849380932,0.323012378,32,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.022132881,10.57349915,-6.214608098,6.907755279,0.854847797,0.277768496,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.986794265,10.5493335,-6.214608098,6.907755279,0.843841261,0.259318473,62,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.997405969,10.52729683,-6.214608098,6.907755279,0.914656803,0.396341455,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.105652586,10.67193266,-6.214608098,6.907755279,0.863522673,0.269933269,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.991437058,10.56206436,-6.214608098,6.907755279,0.883449893,0.323190147,27,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.970920263,10.51519009,-6.214608098,6.907755279,0.828944021,0.266616539,44,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.029333381,10.59075814,-6.214608098,6.907755279,0.861025789,0.334314504,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.923932218,10.5249442,-6.214608098,6.907755279,0.830947275,0.177691734,38,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.057196036,10.63784985,-6.214608098,6.907755279,0.896877433,0.286600677,36,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.946232593,10.50307858,-6.214608098,6.907755279,0.835171828,0.233130083,44,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.975172271,10.55284646,-6.214608098,6.907755279,0.77753944,0.23945486,26,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.947329162,10.52331159,-6.214608098,6.907755279,0.932975393,0.420335659,28,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.029339444,10.56220625,-6.214608098,6.907755279,0.850825268,0.336765261,35,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.944822836,10.4833393,-6.214608098,6.907755279,0.840003471,0.319420376,37,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.172828766,10.66495184,-6.214608098,6.907755279,0.827628309,0.31132245,47,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.978719499,10.55344091,-6.214608098,6.907755279,0.847546602,0.332745187,31,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.097392191,10.63897577,-6.214608098,6.907755279,0.901806844,0.330784095,56,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.943585534,10.50050164,-6.214608098,6.907755279,0.846441094,0.331861234,52,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.956037792,10.5136434,-6.214608098,6.907755279,0.9046561,0.352486037,57,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.853244228,10.482929,-6.214608098,6.907755279,0.820734932,0.261123315,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.079982068,10.586018,-6.214608098,6.907755279,0.851323347,0.275787119,62,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.154045234,10.68163574,-6.214608098,6.907755279,0.874510869,0.284368202,40,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.023271664,10.5349583,-6.214608098,6.907755279,0.887721826,0.35770175,27,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.187794557,10.68059868,-6.214608098,6.907755279,0.861673434,0.306923568,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.070399167,10.61263406,-6.214608098,6.907755279,0.884180089,0.327923044,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.060843975,10.58066082,-6.214608098,6.907755279,0.842437622,0.194654522,45,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.955430607,10.51520087,-6.214608098,6.907755279,0.851861763,0.336247826,26,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.877045922,10.47713328,-6.214608098,6.907755279,0.864416431,0.303743226,46,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.932345325,10.49019269,-6.214608098,6.907755279,0.895067871,0.367743908,55,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.045975235,10.56491149,-6.214608098,6.907755279,0.920764885,0.376163679,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,6.887637249,10.48248326,-6.214608098,6.907755279,0.823595215,0.264086876,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.6,15.5250374,3.465735903,7.080723534,10.63920764,-6.214608098,6.907755279,0.881457368,0.332001172,47,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.947275903,10.50878183,-6.214608098,6.907755279,0.860503278,0.147796605,49,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.031723873,10.5420897,-6.214608098,6.907755279,0.901273948,0.134428085,65,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.053740982,10.62120517,-6.214608098,6.907755279,0.854073834,0.156148606,55,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.992145332,10.50966605,-6.214608098,6.907755279,0.844028674,0.036020063,36,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.994526985,10.55790993,-6.214608098,6.907755279,0.904603515,0.169558614,62,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.976987095,10.55204211,-6.214608098,6.907755279,0.889917065,0.181721396,64,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.055613081,10.62705406,-6.214608098,6.907755279,0.952077058,0.217403153,28,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.017624583,10.50880634,-6.214608098,6.907755279,0.87297997,0.168104546,36,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.969404972,10.55022186,-6.214608098,6.907755279,0.915076062,0.193519571,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.957822168,10.47504834,-6.214608098,6.907755279,0.906800268,0.21316783,35,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.050364309,10.57257067,-6.214608098,6.907755279,0.861051389,0.151892078,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.001832455,10.55625024,-6.214608098,6.907755279,0.907177602,0.205379197,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.024406478,10.62378825,-6.214608098,6.907755279,0.867868089,0.065886592,52,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.074839614,10.62723201,-6.214608098,6.907755279,0.900890118,0.186796916,49,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.964276361,10.48719232,-6.214608098,6.907755279,0.894477861,0.147493826,54,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.022583432,10.52313302,-6.214608098,6.907755279,0.842561033,0.13175558,53,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.036664164,10.59491175,-6.214608098,6.907755279,0.84206165,0.146049838,56,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.106981605,10.69057507,-6.214608098,6.907755279,0.870591774,0.171084615,63,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.075802484,10.55258624,-6.214608098,6.907755279,0.973498645,0.267185789,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.018565218,10.6178293,-6.214608098,6.907755279,0.897161519,0.202669224,45,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.032680054,10.61655097,-6.214608098,6.907755279,0.837968482,0.131734577,52,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.05198963,10.51608035,-6.214608098,6.907755279,0.882333274,0.115390692,61,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.077003518,10.67419038,-6.214608098,6.907755279,0.805141966,0.074792544,47,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.929175056,10.50428516,-6.214608098,6.907755279,0.892825931,0.198216331,69,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.020865595,10.57096885,-6.214608098,6.907755279,0.825146514,0.087362556,61,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.963217067,10.51262829,-6.214608098,6.907755279,0.85048228,0.115052757,69,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.086406513,10.59540145,-6.214608098,6.907755279,0.819325149,0.121428215,41,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.038441181,10.55440143,-6.214608098,6.907755279,0.808593954,0.064248517,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.029042976,10.5784765,-6.214608098,6.907755279,0.841209157,0.087871906,43,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.064748917,10.63373784,-6.214608098,6.907755279,0.944032218,0.202950303,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.019350766,10.57012201,-6.214608098,6.907755279,0.890293579,0.106573688,45,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.912683253,10.47334575,-6.214608098,6.907755279,0.906933891,0.196372266,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.007332381,10.56563719,-6.214608098,6.907755279,0.82142681,0.042736778,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.918906256,10.50288994,-6.214608098,6.907755279,0.828446954,0.125647499,47,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.940957272,10.49397716,-6.214608098,6.907755279,0.81145926,0.005025137,57,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.030895904,10.5387839,-6.214608098,6.907755279,0.88330373,0.126177233,51,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.940001929,10.50195673,-6.214608098,6.907755279,0.836370953,0.121404776,44,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.101554942,10.64344559,-6.214608098,6.907755279,0.916864679,0.140970284,29,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.941150692,10.48875988,-6.214608098,6.907755279,0.877405046,0.070245199,34,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.993757874,10.60597185,-6.214608098,6.907755279,0.895032704,0.185045788,75,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.861649285,10.45956807,-6.214608098,6.907755279,0.901403375,0.176274039,68,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.964899756,10.52478913,-6.214608098,6.907755279,0.888903806,0.191883015,73,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.044698813,10.61745236,-6.214608098,6.907755279,0.842824948,-0.040097648,42,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.940453396,10.5437517,-6.214608098,6.907755279,0.883466548,0.160948677,48,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.958878223,10.53094081,-6.214608098,6.907755279,0.855845283,0.133188831,52,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.008368489,10.52590143,-6.214608098,6.907755279,0.895101088,0.14285967,57,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.937890845,10.50428576,-6.214608098,6.907755279,0.866520349,0.150543345,54,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.114190632,10.64896827,-6.214608098,6.907755279,0.924840958,0.230955405,39,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.021729257,10.56189493,-6.214608098,6.907755279,0.893867412,0.179240959,48,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,6.866250461,10.48944756,-6.214608098,6.907755279,0.872423314,0.160072662,53,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.047712749,10.58206941,-6.214608098,6.907755279,0.848151886,0.146131419,46,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.025768384,10.51891964,-6.214608098,6.907755279,0.905654206,0.180694557,56,TRUE
FashionMNIST,deit_tiny_patch16_224,0.002,50,0.5,15.5250374,3.465735903,7.10094308,10.65181171,-6.214608098,6.907755279,0.868744372,0.155468912,67,TRUE
