dataset,transformer,learning_rate,batch_size,epsilon,logP,logB,logG2,logTau,logLR,logN,logInitLoss,logFinalLoss,T_star,converged
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.075679395,10.5839469,-7.60090246,6.907755279,0.844134361,0.129965154,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.985951108,10.5691579,-7.60090246,6.907755279,0.910047509,0.058328794,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.111366997,10.6045033,-7.60090246,6.907755279,0.870103402,-0.156739399,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.911852742,10.47178228,-7.60090246,6.907755279,0.891725799,0.124268666,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.040488968,10.60069214,-7.60090246,6.907755279,0.885319437,-0.026618132,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.974343591,10.50068264,-7.60090246,6.907755279,0.854512882,0.094516495,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.077556167,10.58871896,-7.60090246,6.907755279,0.870893006,0.130124361,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.057942175,10.57749694,-7.60090246,6.907755279,0.911930578,0.137818478,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.990038927,10.50800112,-7.60090246,6.907755279,0.911008422,0.155093419,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.987192725,10.51692007,-7.60090246,6.907755279,0.916539133,0.163882927,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.046140289,10.57122167,-7.60090246,6.907755279,0.883434716,-0.094352964,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.999325682,10.53163368,-7.60090246,6.907755279,0.845701021,0.112623936,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.037570954,10.54763429,-7.60090246,6.907755279,0.847985666,-0.079808141,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.979535543,10.51274908,-7.60090246,6.907755279,0.887414825,0.168246512,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.163162835,10.70029851,-7.60090246,6.907755279,0.91143506,0.079373261,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.063878779,10.65135228,-7.60090246,6.907755279,0.919749252,0.045225432,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.024256072,10.58104557,-7.60090246,6.907755279,0.906215119,0.137784411,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.957844065,10.50286214,-7.60090246,6.907755279,0.844944422,-0.067079984,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.068666025,10.59104606,-7.60090246,6.907755279,0.881561344,0.020864643,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.980498431,10.53325789,-7.60090246,6.907755279,0.858465466,-0.025045473,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.999898379,10.56953382,-7.60090246,6.907755279,0.871279444,0.137945389,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.061957403,10.58121795,-7.60090246,6.907755279,0.894363716,0.025504162,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.938207908,10.51926272,-7.60090246,6.907755279,0.822182337,0.108383774,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.206338493,10.66144891,-7.60090246,6.907755279,0.89100706,0.1776062,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.098393869,10.62583315,-7.60090246,6.907755279,0.905721964,0.032350852,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.979661955,10.53262473,-7.60090246,6.907755279,0.907359383,0.105386634,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.997043578,10.60386472,-7.60090246,6.907755279,0.890169461,0.147898402,6,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.957508084,10.5606866,-7.60090246,6.907755279,0.823159649,0.090020357,6,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,6.986237441,10.56414726,-7.60090246,6.907755279,0.88059809,0.140233257,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.105736897,10.63078538,-7.60090246,6.907755279,0.875396653,0.104096981,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.131237538,10.57920777,-7.60090246,6.907755279,0.829591244,0.098184105,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.014519918,10.56863728,-7.60090246,6.907755279,0.92773065,0.229052383,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.5,15.5250374,3.465735903,7.096658001,10.59760988,-7.60090246,6.907755279,0.860679529,0.064306535,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.05360776,10.5517806,-7.60090246,6.907755279,0.883966464,-0.060293331,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.052008373,10.62682824,-7.60090246,6.907755279,0.842388439,-0.211277346,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.886559078,10.43123477,-7.60090246,6.907755279,0.899031825,-0.022598195,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.019506624,10.58718312,-7.60090246,6.907755279,0.84618744,-0.133159256,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.040432099,10.59043223,-7.60090246,6.907755279,0.973853708,0.037149564,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.024008885,10.56261785,-7.60090246,6.907755279,0.851589844,-0.220749478,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.008287988,10.55944686,-7.60090246,6.907755279,0.8230758,-0.288245773,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.997811609,10.58080278,-7.60090246,6.907755279,0.855319044,-0.13921205,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.196375858,10.667904,-7.60090246,6.907755279,0.965229658,-0.117839021,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.113411296,10.62015972,-7.60090246,6.907755279,0.915902797,-0.062120196,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.087614691,10.58209083,-7.60090246,6.907755279,0.900708609,-0.213713386,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.049946117,10.61731417,-7.60090246,6.907755279,0.810398985,-0.113839585,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.9880842,10.5263482,-7.60090246,6.907755279,0.823401212,-0.13208415,13,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.030337805,10.55976329,-7.60090246,6.907755279,0.863582891,-0.114000364,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.032130254,10.53829572,-7.60090246,6.907755279,0.864548909,-0.11235118,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.041527331,10.62044687,-7.60090246,6.907755279,0.866515037,-0.062792597,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.913003676,10.48656517,-7.60090246,6.907755279,0.84738774,-0.400494534,14,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.885571981,10.49641812,-7.60090246,6.907755279,0.845104595,-0.173804426,13,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.042433787,10.62652771,-7.60090246,6.907755279,0.810181832,-0.325847454,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.128165218,10.65866322,-7.60090246,6.907755279,0.912016205,-0.149779505,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.038351844,10.56868441,-7.60090246,6.907755279,0.853696019,-0.138454574,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.978401749,10.5399696,-7.60090246,6.907755279,0.817334674,-0.239570428,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.814516583,10.45199134,-7.60090246,6.907755279,0.862436306,-0.171658453,15,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.095583966,10.62864461,-7.60090246,6.907755279,0.884384314,-0.27071849,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.077169507,10.57264126,-7.60090246,6.907755279,0.879057978,-0.085539792,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.032555409,10.55431802,-7.60090246,6.907755279,0.904477107,-0.138106742,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.108661801,10.63195257,-7.60090246,6.907755279,0.953319868,-0.136051585,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.134411098,10.66575779,-7.60090246,6.907755279,0.880255377,-0.105407234,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.98378185,10.50248947,-7.60090246,6.907755279,0.854178972,-0.125938662,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.046078605,10.56673604,-7.60090246,6.907755279,0.89624315,-0.256850613,13,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.080536611,10.5758926,-7.60090246,6.907755279,0.913856761,-0.006498065,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.947041671,10.50307327,-7.60090246,6.907755279,0.871597422,-0.126319482,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.016476362,10.54452812,-7.60090246,6.907755279,0.869310476,-0.127572437,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.988358267,10.5055118,-7.60090246,6.907755279,0.902806153,-0.169426056,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.919313867,10.52523783,-7.60090246,6.907755279,0.878926715,-0.201899127,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.981598483,10.53176736,-7.60090246,6.907755279,0.81429494,-0.126091459,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.948607346,10.56493012,-7.60090246,6.907755279,0.814514686,-0.142869435,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.978643641,10.52882741,-7.60090246,6.907755279,0.851047413,-0.162444013,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.243046272,10.80268203,-7.60090246,6.907755279,0.84931149,-0.300685841,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.935781139,10.53423349,-7.60090246,6.907755279,0.895838793,-0.098831222,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.070215395,10.55532207,-7.60090246,6.907755279,0.842962986,-0.074528787,15,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.986422479,10.56777723,-7.60090246,6.907755279,0.866578984,-0.190479571,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.080984038,10.58562279,-7.60090246,6.907755279,0.9323591,-0.335582151,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.996081371,10.53631133,-7.60090246,6.907755279,0.896406306,-0.037805609,7,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.006306622,10.54284467,-7.60090246,6.907755279,0.879409512,-0.229387352,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.063627475,10.58233946,-7.60090246,6.907755279,0.889335372,-0.192818572,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.946916153,10.55621517,-7.60090246,6.907755279,0.863941615,-0.138984014,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.931159851,10.47167003,-7.60090246,6.907755279,0.870447614,-0.164351494,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.021188374,10.57562706,-7.60090246,6.907755279,0.898185289,-0.059127227,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.041725913,10.56807884,-7.60090246,6.907755279,0.859790294,-0.168384972,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.024620513,10.57802108,-7.60090246,6.907755279,0.900011325,-0.222506342,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.00109803,10.5344677,-7.60090246,6.907755279,0.892639535,-0.104170218,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.866979326,10.43495396,-7.60090246,6.907755279,0.858675617,-0.103956448,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.905390497,10.45512957,-7.60090246,6.907755279,0.8003574,-0.211137833,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.95908857,10.51757196,-7.60090246,6.907755279,0.868939075,-0.15092282,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.983455001,10.51925171,-7.60090246,6.907755279,0.849370837,-0.217776559,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.039583448,10.58627049,-7.60090246,6.907755279,0.86195501,-0.068496399,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.196348594,10.70679648,-7.60090246,6.907755279,0.885272318,-0.186051937,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.111499109,10.69277664,-7.60090246,6.907755279,0.845875705,-0.15731935,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.9999294,10.55210266,-7.60090246,6.907755279,0.846365618,-0.147112514,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.093076365,10.68408523,-7.60090246,6.907755279,0.881195356,-0.080383118,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.023366706,10.55561609,-7.60090246,6.907755279,0.897032514,-0.030315215,14,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.072512765,10.61762011,-7.60090246,6.907755279,0.913098845,-0.207170927,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.983045817,10.53753564,-7.60090246,6.907755279,0.876438472,-0.126313395,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.994160573,10.56441511,-7.60090246,6.907755279,0.848987263,-0.246570966,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.003810585,10.57763392,-7.60090246,6.907755279,0.895527457,-0.183631213,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.041806954,10.59234928,-7.60090246,6.907755279,0.901114488,-0.266314606,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.994498738,10.6200675,-7.60090246,6.907755279,0.851295156,-0.106165661,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.934857947,10.52765481,-7.60090246,6.907755279,0.827379219,-0.162617429,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.005441687,10.5382988,-7.60090246,6.907755279,0.888229135,-0.142761833,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.907352566,10.48543341,-7.60090246,6.907755279,0.843991871,-0.162057948,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.00492848,10.52254253,-7.60090246,6.907755279,0.900271846,-0.129295436,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.022520108,10.51768597,-7.60090246,6.907755279,0.859354365,-0.144510882,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.973011912,10.5450761,-7.60090246,6.907755279,0.782318372,-0.324395371,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.982789376,10.62008648,-7.60090246,6.907755279,0.83723852,-0.108663652,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.970490705,10.54696446,-7.60090246,6.907755279,0.846620863,-0.135963219,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.072086125,10.59428076,-7.60090246,6.907755279,0.910125718,-0.180703551,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.042645868,10.57625171,-7.60090246,6.907755279,0.847633736,-0.164531074,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.050068152,10.60046351,-7.60090246,6.907755279,0.894688278,-0.055159576,8,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.048257843,10.53303408,-7.60090246,6.907755279,0.884822264,-0.297346829,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.030800897,10.57485153,-7.60090246,6.907755279,0.889693106,-0.254201029,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.002857385,10.55748701,-7.60090246,6.907755279,0.913860776,-0.154079117,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.083346789,10.67043039,-7.60090246,6.907755279,0.836397295,-0.2132418,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.027957734,10.51328593,-7.60090246,6.907755279,0.821580414,-0.096761175,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.983871573,10.55042156,-7.60090246,6.907755279,0.82883703,-0.094887934,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.98553959,10.60356262,-7.60090246,6.907755279,0.821337887,-0.104538402,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.993349035,10.59512201,-7.60090246,6.907755279,0.804244168,-0.122752547,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.880066844,10.40512383,-7.60090246,6.907755279,0.926970726,-0.097959142,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.043917095,10.61571609,-7.60090246,6.907755279,0.857106908,-0.37523216,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.970912984,10.51540823,-7.60090246,6.907755279,0.918113925,-0.017814605,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.029939305,10.56524958,-7.60090246,6.907755279,0.94005585,-0.052970984,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.026403615,10.56069274,-7.60090246,6.907755279,0.869954077,-0.123874737,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.198495696,10.72612161,-7.60090246,6.907755279,0.918704522,-0.11438856,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.192731805,10.69989055,-7.60090246,6.907755279,0.888031088,-0.127238456,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.062053463,10.64184962,-7.60090246,6.907755279,0.867644543,-0.163907742,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.069457846,10.57143179,-7.60090246,6.907755279,0.84629433,-0.216463504,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.155228836,10.6985821,-7.60090246,6.907755279,0.888006072,-0.039099065,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.071676686,10.59363977,-7.60090246,6.907755279,0.935392799,0.018182271,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,7.04326954,10.57304975,-7.60090246,6.907755279,0.902667723,-0.192789588,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.0005,100,0.4,15.5250374,3.465735903,6.929307239,10.50007664,-7.60090246,6.907755279,0.894157034,-0.035704663,13,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.119796856,10.62747284,-6.907755279,6.907755279,0.869713213,0.341283325,21,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.995360773,10.53964491,-6.907755279,6.907755279,0.827589647,0.305408666,22,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.904693534,10.49369142,-6.907755279,6.907755279,0.873432896,0.215335168,13,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.066333663,10.58657839,-6.907755279,6.907755279,0.852789982,0.309036207,40,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.09353043,10.58850491,-6.907755279,6.907755279,0.91775517,0.31509637,25,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.070684352,10.6331817,-6.907755279,6.907755279,0.95685253,0.325818905,15,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.024296161,10.57449148,-6.907755279,6.907755279,0.927412584,0.376631671,28,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.162552231,10.68540581,-6.907755279,6.907755279,0.882848548,0.357074346,27,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.984582032,10.5295155,-6.907755279,6.907755279,0.856017799,0.298083605,43,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.125411845,10.61449831,-6.907755279,6.907755279,0.851520759,0.258599766,18,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.986992909,10.55027308,-6.907755279,6.907755279,0.850095872,0.103829137,18,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.962780528,10.53454923,-6.907755279,6.907755279,0.922811915,0.352492238,10,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.278731815,10.73916219,-6.907755279,6.907755279,0.912102017,0.348415716,32,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.034902266,10.61058891,-6.907755279,6.907755279,0.851370465,0.150827057,12,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.921284144,10.49178778,-6.907755279,6.907755279,0.913156343,0.318535397,9,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.024386539,10.53724893,-6.907755279,6.907755279,0.891140659,0.369589839,14,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.06869356,10.56020245,-6.907755279,6.907755279,0.905090471,0.322600368,17,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.065860971,10.61321945,-6.907755279,6.907755279,0.869527954,0.343620878,19,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.01247341,10.55701979,-6.907755279,6.907755279,0.830406517,0.315173613,22,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.073184328,10.61764058,-6.907755279,6.907755279,0.855287316,0.335205074,17,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.156835863,10.61491511,-6.907755279,6.907755279,0.857244203,0.315704935,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,6.966611,10.54743427,-6.907755279,6.907755279,0.884312338,0.327938416,11,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.093532838,10.62419365,-6.907755279,6.907755279,0.813388308,0.279932846,24,TRUE
FashionMNIST,deit_tiny_patch16_224,0.001,50,0.6,15.5250374,3.465735903,7.112277479,10.63204768,-6.907755279,6.907755279,0.878587886,0.344162144,20,TRUE
