dataset,learning_rate,batch_size,epsilon,logP,logB,logG2,logTau,logLR,logN,logInitLoss,logFinalLoss,T_star,converged
MNIST,0.005,100,0.1,12.4358263,3.465735903,0.716887674,4.276290942,-5.298317367,11.00209984,0.836720363,-1.704457651,11,TRUE
MNIST,0.005,100,0.1,11.60263819,3.465735903,1.331997789,4.905908091,-5.298317367,11.00209984,0.843269783,-1.652318453,14,TRUE
MNIST,0.005,100,0.1,11.53047064,3.465735903,2.870403558,6.394129535,-5.298317367,11.00209984,0.844610272,-1.668479254,11,TRUE
MNIST,0.005,100,0.1,11.53047064,3.465735903,2.795907577,6.349671935,-5.298317367,11.00209984,0.830935746,-1.479029285,11,TRUE
MNIST,0.005,100,0.1,12.29251636,3.465735903,1.35705153,4.924866966,-5.298317367,11.00209984,0.843817986,-1.776962014,11,TRUE
MNIST,0.005,100,0.1,12.22356869,3.465735903,2.895042085,6.479832514,-5.298317367,11.00209984,0.837800354,-1.634628838,8,TRUE
MNIST,0.005,100,0.1,10.83742172,3.465735903,2.518129516,6.108684258,-5.298317367,11.00209984,0.829518855,-1.610175553,14,TRUE
MNIST,0.005,100,0.1,11.92239587,3.465735903,0.566261128,4.152165942,-5.298317367,11.00209984,0.835285176,-1.469014494,11,TRUE
MNIST,0.005,100,0.1,11.93548365,3.465735903,0.803630971,4.382743562,-5.298317367,11.00209984,0.836999555,-1.595855391,11,TRUE
MNIST,0.005,100,0.1,12.50366297,3.465735903,1.586746949,5.131193735,-5.298317367,11.00209984,0.836580324,-1.998725253,9,TRUE
MNIST,0.005,100,0.1,11.60263819,3.465735903,1.431454551,5.030631516,-5.298317367,11.00209984,0.836863686,-1.683897524,12,TRUE
MNIST,0.005,100,0.1,11.53047064,3.465735903,2.755173852,6.333336529,-5.298317367,11.00209984,0.835432221,-1.549891847,10,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.390724157,4.953228311,-5.298317367,11.00209984,0.840066667,-1.694191529,16,TRUE
MNIST,0.005,100,0.1,10.83742172,3.465735903,2.7266314,6.327130054,-5.298317367,11.00209984,0.830372327,-1.598733921,13,TRUE
MNIST,0.005,100,0.1,11.81482105,3.465735903,0.663189288,4.235472987,-5.298317367,11.00209984,0.831436976,-1.637849894,12,TRUE
MNIST,0.005,100,0.1,11.45268702,3.465735903,0.790668843,4.374057368,-5.298317367,11.00209984,0.833956144,-1.968884367,13,TRUE
MNIST,0.005,100,0.1,12.50366297,3.465735903,1.583834765,5.16440545,-5.298317367,11.00209984,0.835566423,-1.666527045,8,TRUE
MNIST,0.005,100,0.1,11.20653617,3.465735903,0.900561043,4.473383244,-5.298317367,11.00209984,0.833568061,-1.765810186,14,TRUE
MNIST,0.005,100,0.1,11.93548365,3.465735903,0.699554379,4.268092082,-5.298317367,11.00209984,0.830672621,-1.675752082,11,TRUE
MNIST,0.005,100,0.1,11.68136782,3.465735903,0.503162473,4.070406976,-5.298317367,11.00209984,0.837337187,-1.71450612,13,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.153135505,4.688158391,-5.298317367,11.00209984,0.841076531,-1.515947063,15,TRUE
MNIST,0.005,100,0.1,11.14836235,3.465735903,1.714637132,5.268718554,-5.298317367,11.00209984,0.831534764,-1.804496755,12,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.120943721,4.703611147,-5.298317367,11.00209984,0.831565592,-1.621055156,16,TRUE
MNIST,0.005,100,0.1,11.82095413,3.465735903,1.384224623,4.962845611,-5.298317367,11.00209984,0.832291511,-1.62938827,9,TRUE
MNIST,0.005,100,0.1,11.68136782,3.465735903,0.521599549,4.098160562,-5.298317367,11.00209984,0.831657243,-1.57675915,13,TRUE
MNIST,0.005,100,0.1,11.75936358,3.465735903,0.821110995,4.377271634,-5.298317367,11.00209984,0.837234598,-2.000888739,12,TRUE
MNIST,0.005,100,0.1,11.68082688,3.465735903,1.627535129,5.200463543,-5.298317367,11.00209984,0.839025697,-1.486574349,10,TRUE
MNIST,0.005,100,0.1,10.98884573,3.465735903,0.612493281,4.192616861,-5.298317367,11.00209984,0.835000126,-1.479371825,18,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.426167277,4.984581597,-5.298317367,11.00209984,0.837176797,-1.744425843,15,TRUE
MNIST,0.005,100,0.1,12.02987232,3.465735903,0.756866617,4.303218737,-5.298317367,11.00209984,0.835773172,-1.922991338,12,TRUE
MNIST,0.005,100,0.1,12.37420231,3.465735903,0.784365361,4.345505493,-5.298317367,11.00209984,0.833464152,-1.478626263,10,TRUE
MNIST,0.005,100,0.1,12.29251636,3.465735903,1.423869298,4.969773042,-5.298317367,11.00209984,0.838375378,-1.974686912,10,TRUE
MNIST,0.005,100,0.1,10.98884573,3.465735903,0.662250295,4.212899107,-5.298317367,11.00209984,0.835488158,-1.667369713,14,TRUE
MNIST,0.005,100,0.1,11.0667946,3.465735903,0.733993849,4.296544821,-5.298317367,11.00209984,0.837425937,-1.672407599,14,TRUE
MNIST,0.005,100,0.1,12.29251636,3.465735903,1.432738555,4.999989394,-5.298317367,11.00209984,0.836877728,-1.569210711,10,TRUE
MNIST,0.005,100,0.1,12.22356869,3.465735903,3.004029512,6.564656127,-5.298317367,11.00209984,0.84139655,-1.788933081,8,TRUE
MNIST,0.005,100,0.1,11.63996332,3.465735903,0.489155059,4.038872854,-5.298317367,11.00209984,0.832011728,-1.501293648,14,TRUE
MNIST,0.005,100,0.1,10.83742172,3.465735903,2.887826976,6.441776115,-5.298317367,11.00209984,0.843780867,-1.503063291,16,TRUE
MNIST,0.005,100,0.1,12.29251636,3.465735903,1.345938417,4.920611122,-5.298317367,11.00209984,0.830321403,-1.646719232,11,TRUE
MNIST,0.005,100,0.1,11.14836235,3.465735903,1.571843061,5.146864494,-5.298317367,11.00209984,0.838332593,-1.551968586,11,TRUE
MNIST,0.005,100,0.1,10.83742172,3.465735903,2.521020621,6.113483228,-5.298317367,11.00209984,0.836395022,-1.469565754,13,TRUE
MNIST,0.005,100,0.1,11.60263819,3.465735903,1.213903651,4.803446297,-5.298317367,11.00209984,0.834669672,-1.774612674,12,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.339299312,4.95182292,-5.298317367,11.00209984,0.834343974,-1.576563894,14,TRUE
MNIST,0.005,100,0.1,12.29251636,3.465735903,1.44072359,5.015712347,-5.298317367,11.00209984,0.834311781,-1.867568753,11,TRUE
MNIST,0.005,100,0.1,12.61465954,3.465735903,0.561527724,4.117149158,-5.298317367,11.00209984,0.830895653,-1.609164424,10,TRUE
MNIST,0.005,100,0.1,12.22356869,3.465735903,3.043513246,6.610568996,-5.298317367,11.00209984,0.834355981,-1.705539418,8,TRUE
MNIST,0.005,100,0.1,12.36796188,3.465735903,1.417920228,4.975956118,-5.298317367,11.00209984,0.83175999,-1.483424877,8,TRUE
MNIST,0.005,100,0.1,12.22356869,3.465735903,2.884002598,6.449559058,-5.298317367,11.00209984,0.837044049,-1.800942894,8,TRUE
MNIST,0.005,100,0.1,12.55620121,3.465735903,0.52395713,4.098382396,-5.298317367,11.00209984,0.833617058,-1.524474191,11,TRUE
MNIST,0.005,100,0.1,11.0667946,3.465735903,0.752146768,4.336398562,-5.298317367,11.00209984,0.832984046,-1.718642901,14,TRUE
MNIST,0.005,100,0.1,10.98884573,3.465735903,0.48087815,4.070281206,-5.298317367,11.00209984,0.834263542,-1.552099084,17,TRUE
MNIST,0.005,100,0.1,10.83742172,3.465735903,2.519374203,6.076770344,-5.298317367,11.00209984,0.835125389,-1.586117665,15,TRUE
MNIST,0.005,100,0.1,10.91599714,3.465735903,1.314640316,4.910761179,-5.298317367,11.00209984,0.838743566,-1.633565748,16,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.700464524,6.255511403,-5.298317367,11.00209984,0.833462184,-1.179371574,12,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.871866228,6.450335422,-5.298317367,11.00209984,0.827520447,-1.332366599,7,TRUE
MNIST,0.005,100,0.15,11.24324047,3.465735903,0.606965095,4.191383483,-5.298317367,11.00209984,0.832849185,-1.165676943,13,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.985902654,6.543442657,-5.298317367,11.00209984,0.842796723,-1.262476284,8,TRUE
MNIST,0.005,100,0.15,11.68082688,3.465735903,1.279788516,4.857167737,-5.298317367,11.00209984,0.83632302,-1.139902125,10,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.318763892,4.868286395,-5.298317367,11.00209984,0.830038677,-1.330002173,11,TRUE
MNIST,0.005,100,0.15,11.68082688,3.465735903,1.367842106,4.925895935,-5.298317367,11.00209984,0.834784836,-1.299839976,10,TRUE
MNIST,0.005,100,0.15,12.50366297,3.465735903,1.514374073,5.096753871,-5.298317367,11.00209984,0.834266648,-1.661483305,7,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.522588205,5.081497745,-5.298317367,11.00209984,0.838558149,-1.397250004,9,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,3.099122369,6.664179414,-5.298317367,11.00209984,0.831717232,-1.311393859,8,TRUE
MNIST,0.005,100,0.15,11.81482105,3.465735903,0.742479691,4.307823373,-5.298317367,11.00209984,0.833351323,-1.349160648,11,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.804729691,6.367672691,-5.298317367,11.00209984,0.84164166,-1.283583142,7,TRUE
MNIST,0.005,100,0.15,11.20653617,3.465735903,0.948872784,4.513519157,-5.298317367,11.00209984,0.835110081,-1.317334233,12,TRUE
MNIST,0.005,100,0.15,11.14836235,3.465735903,1.545004584,5.097821227,-5.298317367,11.00209984,0.838728932,-1.127438374,10,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.791517425,6.415686681,-5.298317367,11.00209984,0.831975206,-1.207155247,13,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.812591726,6.378766716,-5.298317367,11.00209984,0.835449385,-1.263177898,7,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.280218635,4.838201805,-5.298317367,11.00209984,0.836709726,-1.184324284,12,TRUE
MNIST,0.005,100,0.15,12.39983682,3.465735903,0.516845155,4.084570719,-5.298317367,11.00209984,0.832115372,-1.155126167,10,TRUE
MNIST,0.005,100,0.15,11.81482105,3.465735903,0.692029492,4.261218975,-5.298317367,11.00209984,0.830815463,-1.140068644,10,TRUE
MNIST,0.005,100,0.15,12.36796188,3.465735903,1.444896513,5.014932779,-5.298317367,11.00209984,0.832964559,-1.457494438,8,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.937870099,6.51497317,-5.298317367,11.00209984,0.834883021,-1.34526403,8,TRUE
MNIST,0.005,100,0.15,10.99959671,3.465735903,1.528273581,5.117715819,-5.298317367,11.00209984,0.831130266,-1.323896132,13,TRUE
MNIST,0.005,100,0.15,12.55620121,3.465735903,0.650462028,4.19394647,-5.298317367,11.00209984,0.839196915,-1.20178459,10,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.746092947,6.330884117,-5.298317367,11.00209984,0.827596213,-1.290150043,8,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.758486657,6.350131995,-5.298317367,11.00209984,0.840460776,-1.399879945,9,TRUE
MNIST,0.005,100,0.15,12.50366297,3.465735903,1.583464018,5.142135086,-5.298317367,11.00209984,0.834370473,-1.201840002,7,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.659881863,6.251951006,-5.298317367,11.00209984,0.838329294,-1.299141999,10,TRUE
MNIST,0.005,100,0.15,10.99959671,3.465735903,1.303218243,4.870473703,-5.298317367,11.00209984,0.834723272,-1.225510006,13,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.676502989,5.240473836,-5.298317367,11.00209984,0.837112387,-1.485697583,9,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.678875671,6.265267632,-5.298317367,11.00209984,0.833257858,-1.112231678,12,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.302358591,4.86775421,-5.298317367,11.00209984,0.833656731,-1.311600826,11,TRUE
MNIST,0.005,100,0.15,11.68136782,3.465735903,0.605817163,4.182915933,-5.298317367,11.00209984,0.832970985,-1.154872373,11,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.847243215,6.427574007,-5.298317367,11.00209984,0.834877227,-1.346350552,9,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.798117748,6.358758738,-5.298317367,11.00209984,0.83135548,-1.315198768,11,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.732672458,6.322578612,-5.298317367,11.00209984,0.832839544,-1.150176771,12,TRUE
MNIST,0.005,100,0.15,12.50366297,3.465735903,1.629489894,5.196896673,-5.298317367,11.00209984,0.836316512,-1.353773403,7,TRUE
MNIST,0.005,100,0.15,11.45268702,3.465735903,0.670651559,4.239515516,-5.298317367,11.00209984,0.833616437,-1.254702849,10,TRUE
MNIST,0.005,100,0.15,11.20653617,3.465735903,0.854955996,4.423246429,-5.298317367,11.00209984,0.835063638,-1.131293407,11,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.482087931,5.054077236,-5.298317367,11.00209984,0.839065259,-1.445635978,9,TRUE
MNIST,0.005,100,0.15,11.45268702,3.465735903,0.691103868,4.261813436,-5.298317367,11.00209984,0.83284369,-1.225487878,11,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.589802593,5.174896633,-5.298317367,11.00209984,0.83376932,-1.615900132,9,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.778617017,6.357986671,-5.298317367,11.00209984,0.832789575,-1.303483999,7,TRUE
MNIST,0.005,100,0.15,10.98884573,3.465735903,0.504706538,4.090694523,-5.298317367,11.00209984,0.835790641,-1.281757897,14,TRUE
MNIST,0.005,100,0.15,12.50413812,3.465735903,0.766505418,4.334029612,-5.298317367,11.00209984,0.835277007,-1.278290598,11,TRUE
MNIST,0.005,100,0.15,11.52352905,3.465735903,0.716648196,4.280252615,-5.298317367,11.00209984,0.837364638,-1.325062153,11,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.994877362,6.576609886,-5.298317367,11.00209984,0.838144728,-1.069602577,7,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.639565142,6.199930413,-5.298317367,11.00209984,0.837211478,-1.146426758,13,TRUE
MNIST,0.005,100,0.15,11.20653617,3.465735903,0.813048767,4.377282262,-5.298317367,11.00209984,0.837391676,-1.202764316,12,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.797746479,6.370862482,-5.298317367,11.00209984,0.840672584,-1.058956335,12,TRUE
MNIST,0.005,100,0.15,11.81150297,3.465735903,0.657944264,4.248810741,-5.298317367,11.00209984,0.833814268,-1.074133049,10,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.848370703,6.418101964,-5.298317367,11.00209984,0.836450802,-1.109058402,7,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.805076773,6.382792165,-5.298317367,11.00209984,0.824209938,-1.136601327,12,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.893800246,6.447167551,-5.298317367,11.00209984,0.85033183,-1.282300834,7,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.806998551,6.386459369,-5.298317367,11.00209984,0.826491576,-1.308205181,9,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.328405863,4.871732111,-5.298317367,11.00209984,0.832832598,-1.196305782,11,TRUE
MNIST,0.005,100,0.15,11.52352905,3.465735903,0.699677794,4.274998748,-5.298317367,11.00209984,0.836482307,-1.208811435,11,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,3.01958134,6.583978323,-5.298317367,11.00209984,0.836208963,-1.4777452,8,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.764120317,6.3427272,-5.298317367,11.00209984,0.834009576,-1.151119538,9,TRUE
MNIST,0.005,100,0.15,11.68082688,3.465735903,1.43747942,4.983135855,-5.298317367,11.00209984,0.841052369,-1.244404073,10,TRUE
MNIST,0.005,100,0.15,11.0667946,3.465735903,0.610134981,4.162174997,-5.298317367,11.00209984,0.834692851,-1.334159154,14,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.922235796,6.499143185,-5.298317367,11.00209984,0.837248532,-1.364888855,7,TRUE
MNIST,0.005,100,0.15,11.68082688,3.465735903,1.43332749,5.017846019,-5.298317367,11.00209984,0.834994126,-1.412571842,10,TRUE
MNIST,0.005,100,0.15,12.50366297,3.465735903,1.5842252,5.161960203,-5.298317367,11.00209984,0.831439987,-1.591949486,7,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.814920492,6.376780007,-5.298317367,11.00209984,0.835732136,-1.253883508,9,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.658547109,6.212622547,-5.298317367,11.00209984,0.834907333,-1.067763039,12,TRUE
MNIST,0.005,100,0.15,12.50413812,3.465735903,0.678144207,4.244276293,-5.298317367,11.00209984,0.833739905,-1.379296286,10,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.772808446,6.32897966,-5.298317367,11.00209984,0.838113895,-1.096358972,9,TRUE
MNIST,0.005,100,0.15,11.81150297,3.465735903,0.555319365,4.123285275,-5.298317367,11.00209984,0.834727411,-1.472500403,11,TRUE
MNIST,0.005,100,0.15,11.68136782,3.465735903,0.77237343,4.326595101,-5.298317367,11.00209984,0.832629491,-1.211809714,11,TRUE
MNIST,0.005,100,0.15,10.83742172,3.465735903,2.716735245,6.279391288,-5.298317367,11.00209984,0.83747392,-1.286774541,13,TRUE
MNIST,0.005,100,0.15,11.68082688,3.465735903,1.314188156,4.867751067,-5.298317367,11.00209984,0.833835914,-1.15174342,9,TRUE
MNIST,0.005,100,0.15,11.81150297,3.465735903,0.5086019,4.084596372,-5.298317367,11.00209984,0.835193547,-1.328796841,11,TRUE
MNIST,0.005,100,0.15,12.29251636,3.465735903,1.439521399,5.016860538,-5.298317367,11.00209984,0.837215917,-1.435930965,9,TRUE
MNIST,0.005,100,0.15,11.68136782,3.465735903,0.574057959,4.157321902,-5.298317367,11.00209984,0.831838237,-1.206929449,12,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.421857452,4.95719109,-5.298317367,11.00209984,0.832851984,-1.259636932,11,TRUE
MNIST,0.005,100,0.15,10.91599714,3.465735903,1.291917423,4.891887803,-5.298317367,11.00209984,0.834339937,-1.33940727,13,TRUE
MNIST,0.005,100,0.15,11.75936358,3.465735903,0.929281448,4.511410429,-5.298317367,11.00209984,0.833665743,-1.448665687,10,TRUE
MNIST,0.005,100,0.15,12.72222605,3.465735903,0.721077821,4.291230661,-5.298317367,11.00209984,0.835984632,-1.348618867,10,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.882000564,6.444529551,-5.298317367,11.00209984,0.829183983,-1.393880515,9,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.828189303,6.4240326,-5.298317367,11.00209984,0.826269542,-1.125386739,7,TRUE
MNIST,0.005,100,0.15,12.50413812,3.465735903,0.72656317,4.297578962,-5.298317367,11.00209984,0.837705757,-1.334713534,10,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,3.031700376,6.59666303,-5.298317367,11.00209984,0.839216178,-1.245142596,7,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.757948628,6.313925026,-5.298317367,11.00209984,0.835262321,-1.170914212,9,TRUE
MNIST,0.005,100,0.15,11.24324047,3.465735903,0.513483672,4.071564411,-5.298317367,11.00209984,0.835293863,-1.091582459,11,TRUE
MNIST,0.005,100,0.15,12.36796188,3.465735903,1.485776969,5.039133371,-5.298317367,11.00209984,0.836197184,-1.218601115,8,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.457921808,4.960625014,-5.298317367,11.00209984,0.837290228,-1.26378582,10,TRUE
MNIST,0.005,100,0.15,12.61465954,3.465735903,0.615726333,4.196412298,-5.298317367,11.00209984,0.834664602,-1.245466758,10,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.961151856,6.520461094,-5.298317367,11.00209984,0.832993996,-1.366504725,7,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.826653619,6.407833118,-5.298317367,11.00209984,0.830600102,-1.192596215,9,TRUE
MNIST,0.005,100,0.15,12.22356869,3.465735903,2.93679344,6.519990706,-5.298317367,11.00209984,0.830259252,-1.443940579,8,TRUE
MNIST,0.005,100,0.15,11.74322733,3.465735903,0.51536962,4.088968207,-5.298317367,11.00209984,0.833432864,-1.088077334,11,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.87578594,6.445715165,-5.298317367,11.00209984,0.831741829,-1.235594231,10,TRUE
MNIST,0.005,100,0.15,11.81150297,3.465735903,0.590888625,4.170380107,-5.298317367,11.00209984,0.834404009,-1.069597193,10,TRUE
MNIST,0.005,100,0.15,12.36796188,3.465735903,1.30329928,4.887722354,-5.298317367,11.00209984,0.836540457,-1.228538691,8,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.561351496,5.145251754,-5.298317367,11.00209984,0.836389857,-1.192439178,8,TRUE
MNIST,0.005,100,0.15,12.21535939,3.465735903,0.615702234,4.19941499,-5.298317367,11.00209984,0.833020531,-1.123993408,9,TRUE
MNIST,0.005,100,0.15,11.60263819,3.465735903,1.353939654,4.881127647,-5.298317367,11.00209984,0.833595098,-1.439159077,11,TRUE
MNIST,0.005,100,0.15,11.82095413,3.465735903,1.481809199,5.059030948,-5.298317367,11.00209984,0.835669183,-1.065964693,8,TRUE
MNIST,0.005,100,0.15,11.53047064,3.465735903,2.837461902,6.393975506,-5.298317367,11.00209984,0.824773389,-1.183477386,10,TRUE
MNIST,0.005,100,0.15,12.29251636,3.465735903,1.429959423,5.042447369,-5.298317367,11.00209984,0.836870191,-1.323958293,10,TRUE
MNIST,0.005,100,0.2,12.31141416,3.465735903,0.622975724,4.184857172,-5.298317367,11.00209984,0.836300602,-0.911442697,10,TRUE
MNIST,0.005,100,0.2,12.22356869,3.465735903,2.855978769,6.430639556,-5.298317367,11.00209984,0.833329667,-1.19627739,7,TRUE
MNIST,0.005,100,0.2,12.50366297,3.465735903,1.539464704,5.101669817,-5.298317367,11.00209984,0.833153918,-0.8005956,6,TRUE
MNIST,0.005,100,0.2,12.50413812,3.465735903,0.781360012,4.342578563,-5.298317367,11.00209984,0.83416685,-0.788095935,9,TRUE
MNIST,0.005,100,0.2,11.33831014,3.465735903,0.522993834,4.073782481,-5.298317367,11.00209984,0.848221306,-0.984718579,13,TRUE
MNIST,0.005,100,0.2,11.0667946,3.465735903,0.741264051,4.305346818,-5.298317367,11.00209984,0.833836431,-0.791174628,12,TRUE
MNIST,0.005,100,0.2,12.50366297,3.465735903,1.639823529,5.230861439,-5.298317367,11.00209984,0.833047064,-1.249922791,7,TRUE
MNIST,0.005,100,0.2,10.99959671,3.465735903,1.297494817,4.851351217,-5.298317367,11.00209984,0.842022926,-0.85370344,11,TRUE
MNIST,0.005,100,0.2,11.92239587,3.465735903,0.549083832,4.114675099,-5.298317367,11.00209984,0.83637147,-1.025748136,11,TRUE
MNIST,0.005,100,0.2,10.83742172,3.465735903,2.868990067,6.418929171,-5.298317367,11.00209984,0.838190821,-0.928703211,11,TRUE
MNIST,0.005,100,0.2,12.29251636,3.465735903,1.323229353,4.89447628,-5.298317367,11.00209984,0.837336877,-0.988543961,8,TRUE
MNIST,0.005,100,0.2,11.14836235,3.465735903,1.524457843,5.096492929,-5.298317367,11.00209984,0.83015739,-0.840727418,9,TRUE
MNIST,0.005,100,0.2,11.14836235,3.465735903,1.526812524,5.072774845,-5.298317367,11.00209984,0.837867712,-0.931922127,10,TRUE
MNIST,0.005,100,0.2,10.83742172,3.465735903,2.741760672,6.293187703,-5.298317367,11.00209984,0.834290768,-0.798078066,10,TRUE
MNIST,0.005,100,0.2,12.37420231,3.465735903,0.842243138,4.406289557,-5.298317367,11.00209984,0.833809711,-1.025307343,10,TRUE
MNIST,0.005,100,0.2,11.0667946,3.465735903,0.558808385,4.129993233,-5.298317367,11.00209984,0.833765695,-0.964646789,13,TRUE
MNIST,0.005,100,0.2,10.98884573,3.465735903,0.61202328,4.167121931,-5.298317367,11.00209984,0.834690057,-0.974417794,13,TRUE
MNIST,0.005,100,0.2,11.75936358,3.465735903,0.923070006,4.481276918,-5.298317367,11.00209984,0.831841765,-0.925749491,9,TRUE
MNIST,0.005,100,0.2,10.91599714,3.465735903,1.29632935,4.845855398,-5.298317367,11.00209984,0.835055467,-0.776334233,13,TRUE
MNIST,0.005,100,0.2,12.50366297,3.465735903,1.532145419,5.084914305,-5.298317367,11.00209984,0.837344204,-1.253940943,7,TRUE
MNIST,0.005,100,0.2,12.21535939,3.465735903,0.708720048,4.27038877,-5.298317367,11.00209984,0.830757809,-0.799721679,9,TRUE
MNIST,0.005,100,0.2,12.02987232,3.465735903,0.562358732,4.139271024,-5.298317367,11.00209984,0.838463417,-0.998229749,9,TRUE
MNIST,0.005,100,0.2,11.82095413,3.465735903,1.348512139,4.921277295,-5.298317367,11.00209984,0.834754003,-1.152856894,8,TRUE
MNIST,0.005,100,0.2,12.33278459,3.465735903,0.609379257,4.20493815,-5.298317367,11.00209984,0.830613193,-0.862492745,9,TRUE
MNIST,0.005,100,0.2,11.53047064,3.465735903,2.687308779,6.238092876,-5.298317367,11.00209984,0.836903953,-0.806433552,8,TRUE
MNIST,0.005,100,0.2,11.82095413,3.465735903,1.616126846,5.207773545,-5.298317367,11.00209984,0.833931188,-0.944871287,8,TRUE
MNIST,0.005,100,0.2,11.60263819,3.465735903,1.355807923,4.970384823,-5.298317367,11.00209984,0.831070242,-0.958480757,10,TRUE
MNIST,0.005,100,0.2,12.36796188,3.465735903,1.513314252,5.066147394,-5.298317367,11.00209984,0.835727381,-0.90004039,7,TRUE
MNIST,0.005,100,0.2,10.83742172,3.465735903,2.626396903,6.161403734,-5.298317367,11.00209984,0.84869946,-0.900470269,12,TRUE
MNIST,0.005,100,0.2,12.36796188,3.465735903,1.422699012,5.000390839,-5.298317367,11.00209984,0.836265063,-0.953758293,7,TRUE
MNIST,0.005,100,0.2,11.82095413,3.465735903,1.551641599,5.133648296,-5.298317367,11.00209984,0.832119418,-1.002178873,8,TRUE
MNIST,0.005,100,0.2,11.45268702,3.465735903,0.828923358,4.418877858,-5.298317367,11.00209984,0.838559386,-1.03915559,13,TRUE
MNIST,0.005,100,0.2,11.52352905,3.465735903,0.677443006,4.243715883,-5.298317367,11.00209984,0.843422736,-0.996771391,12,TRUE
MNIST,0.005,100,0.2,12.29251636,3.465735903,1.470577411,5.036513624,-5.298317367,11.00209984,0.833409241,-0.918261697,8,TRUE
MNIST,0.005,100,0.2,11.53047064,3.465735903,2.949690699,6.537451208,-5.298317367,11.00209984,0.84171924,-0.886648457,8,TRUE
MNIST,0.005,100,0.2,10.91599714,3.465735903,1.487402851,5.076498143,-5.298317367,11.00209984,0.827586208,-1.068861756,12,TRUE
MNIST,0.005,100,0.2,10.83742172,3.465735903,2.589951538,6.136793582,-5.298317367,11.00209984,0.838677504,-0.977301167,12,TRUE
MNIST,0.005,100,0.2,11.20653617,3.465735903,0.894935326,4.451196944,-5.298317367,11.00209984,0.836100989,-0.960132351,11,TRUE
MNIST,0.005,100,0.2,11.14836235,3.465735903,1.601288137,5.176093932,-5.298317367,11.00209984,0.832786568,-0.881665082,9,TRUE
MNIST,0.005,100,0.2,11.60263819,3.465735903,1.24036417,4.760329671,-5.298317367,11.00209984,0.837755584,-0.800029593,10,TRUE
